age,id,name,nation,overall,position,potential,team
22,196934,Oğuzhan Özyakup,Türkei,74,ZM ZOM RM,83,Beşiktaş JK
23,195859,Danny Ings,England,74,ST,81,Burnley
23,195363,Jeffrey Bruma,Niederlande,74,IV,79,PSV
29,195090,Željko Brkić,Serbien,74,TW,74,Cagliari
24,194932,Andros Townsend,England,74,RM LM,80,Spurs
25,194885,Cristian Erbes,Argentinien,74,ZDM RM,79,Boca Juniors
28,194209,Youssef El Arabi,Marokko,74,ST,74,Granada CF
26,194196,Fallou Diagne,Senegal,74,IV RV LV,78,Stade Rennais
22,193897,Jano Ananidze,Georgien,74,ZOM LM RF,82,Spartak Moskau
28,193891,Borja Viguera,Spanien,74,ST LF,74,Athletic Bilbao
23,193881,Filip Đuričić,Serbien,74,ZOM LF,80,Southampton
23,193786,Francesco Bardi,Italien,74,TW,79,Chievo Verona
27,193714,Nemanja Pejčinović,Serbien,74,IV ZDM,79,Lokomotiv
23,193571,Dodô,Brasilien,74,L LM LV,79,Inter
25,193475,Pape Souaré,Senegal,74,LV LM,79,Crystal Palace
25,193426,Maximilian Beister,Deutschland,74,RM MS LM ST,78,Hamburger SV
24,193361,Roberto Soriano,Italien,74,ZM ZOM,82,Sampdoria
24,193290,Martin Braithwaite,Dänemark,74,ST LM,80,Toulouse FC
24,193158,Davy Pröpper,Niederlande,74,ZOM ZM,78,Vitesse
28,192904,Guram Kashia,Georgien,74,IV,76,Vitesse
25,192732,Edgar Prib,Deutschland,74,LM ZM LV ZDM,78,Hannover 96
23,192641,Kevin Vogt,Deutschland,74,ZDM ZM RV,77,1. FC Köln
25,192397,Rafael,Brasilien,74,TW,79,Napoli
27,192337,Papá Babacar Diawara,Senegal,74,ST,76,Getafe CF
27,192302,Artjoms Rudnevs,Lettland,74,ST,76,Hamburger SV
26,192274,Abdelaziz Barrada,Marokko,74,ZOM RM LM,78,Marseille
28,191173,Alejandro Bedoya,USA,74,ZOM MS RM,76,FC Nantes
28,190854,Peter Pekarík,Slowakei,74,RV LV,74,Hertha BSC
24,190752,Jan Kirchhoff,Deutschland,74,ZDM IV,79,FC Schalke 04
26,190664,Julian Schieber,Deutschland,74,ST LM,77,Hertha BSC
26,190560,Omar Gonzalez,USA,74,IV,78,LA Galaxy
27,190243,Marwin Hitz,Schweiz,74,TW,77,FC Augsburg
26,190156,Rubén Pérez,Spanien,74,ZDM ZM,79,Granada CF
28,189936,Robbin Ruiter,Niederlande,74,TW,76,FC Utrecht
27,189795,Éder,Portugal,74,ST,76,SC Braga
28,189508,Victor Vazquez,Spanien,74,ZOM ZM,74,Club Brugge
28,189506,Victor Sánchez,Spanien,74,ZDM ZM,77,RCD Espanyol
27,189468,Candeias,Portugal,74,RM LM LF,78,Granada CF
26,189390,Bastian Oczipka,Deutschland,74,LV,76,Eint. Frankfurt
27,189235,Jens Hegeler,Deutschland,74,ZM ZOM IV RM,76,Hertha BSC
29,189211,Saúl Berjón,Spanien,74,LM ST RM,74,SD Eibar
23,189165,Jonjo Shelvey,England,74,ZM ZDM,80,Swansea City
24,189153,Mauro Díaz,Argentinien,74,ZOM,77,FC Dallas
24,189127,Serdar Aziz,Türkei,74,IV,80,Bursaspor
28,188844,Marc Valiente,Spanien,74,IV ZDM RV,77,Real Valladolid
26,188696,Franck Tabanou,Frankreich,74,LV LM LAV,79,Saint-Etienne
27,188616,Marco Sau,Italien,74,MS,77,Cagliari
27,188546,Semir Štilić,Bosnien-Herzegowina,74,ZOM ZM,74,Wisła Kraków
25,188388,Ryad Boudebouz,Algerien,74,ZOM ZM,79,SC Bastia
27,188385,Marvin Martin,Frankreich,74,ZM ZOM,76,LOSC Lille
25,188337,Mubarak Wakaso,Ghana,74,LM RM,77,Celtic
23,187858,Paul-José Mpoku,"Kongo, DR",74,LM,80,Cagliari
25,187702,Omar El Kaddouri,Marokko,74,ZM ZOM,79,Torino
26,187533,Alexey Ionov,Russland,74,RM LM,79,Dynamo Moskau
24,187043,Stefan Johansen,Norwegen,74,ZOM ZM ZDM,79,Celtic
30,186902,Gordon Schildenfeld,Kroatien,74,IV,74,Panathinaikos
30,186745,Matias Pérez García,Argentinien,74,ZOM,74,SJ Earthquakes
30,186672,Geoff Cameron,USA,74,RV ZDM,74,Stoke City
28,186537,Christian Stuani,Uruguay,74,ST RM ZOM,74,RCD Espanyol
32,186430,Manucho,Angola,74,ST,74,Rayo Vallecano
25,186392,Joel Ward,England,74,RV LV ZDM,76,Crystal Palace
27,186296,Roman Neustädter,Deutschland,74,ZDM IV,75,FC Schalke 04
29,186253,Tomáš Hubočan,Slowakei,74,IV LV,74,Dynamo Moskau
24,186197,Gaël Kakuta,Frankreich,74,LM RM,76,Rayo Vallecano
27,185394,Vegard Forren,Norwegen,74,IV,76,Molde FK
26,185194,Miguel Vítor,Portugal,74,IV RV,77,PAOK
26,185090,Benjamin Moukandjo,Kamerun,74,RM LM ST,76,Stade Reims
29,185073,Kike Sola,Spanien,74,ST MS,74,Athletic Bilbao
29,184949,Mariano,Brasilien,74,RV,74,Bordeaux
25,184624,Jordan Rhodes,Schottland,74,ST,77,Blackburn Rvrs
26,184457,Ricky van Wolfswinkel,Niederlande,74,ST,78,Saint-Etienne
25,184392,Matteo Darmian,Italien,74,LM RM,78,Torino
27,183982,Nolan Roux,Frankreich,74,ST,76,LOSC Lille
28,183966,Facundo Roncaglia,Argentinien,74,IV RV,76,Genoa
26,183940,Vurnon Anita,Niederlande,74,ZDM ZM,76,Newcastle Utd
27,183820,Mathieu Dossevi,Togo,74,RM RF,79,Olympiakos CFP
26,183580,Nils Petersen,Deutschland,74,ST,76,SC Freiburg
27,183568,Sebastian Langkamp,Deutschland,74,IV,75,Hertha BSC
27,183426,Daniel Schwaab,Deutschland,74,IV RV,75,VfB Stuttgart
27,183395,Cheikh M'Bengue,Senegal,74,LV,76,Stade Rennais
28,183332,Fin Bartels,Deutschland,74,RM ST ZOM LM,74,Werder Bremen
30,183177,Lucas Barrios,Paraguay,74,ST,74,Montpellier HSC
25,183129,Ciaran Clark,Republik Irland,74,IV LV,77,Aston Villa
28,182941,Pablo Aguilar,Paraguay,74,IV,74,América
30,182860,Álvaro González,Uruguay,74,ZM RM,74,Torino
26,182440,Robbie Kruse,Australien,74,RM ST LM,77,Bayer 04
28,182179,Sebastian De Maio,Frankreich,74,IV,77,Genoa
33,182103,Egidio Arévalo Ríos,Uruguay,74,ZDM ZM,74,Tigres
30,181459,Vassilis Torosidis,Griechenland,74,RV LV,74,Roma
26,181402,William Vainqueur,Frankreich,74,ZDM ZM,76,Dynamo Moskau
28,181375,Marcelo Martins Moreno,Bolivien,74,ST,74,Freie Spieler
26,181318,Albin Ekdal,Schweden,74,ZM,80,Cagliari
26,181281,Tomáš Necid,Tschechische Repub.,74,ST,77,PEC Zwolle
27,181262,Marek Suchý,Tschechische Repub.,74,IV LV RV,74,FC Basel
31,181098,Makoto Hasebe,Japan,74,ZDM ZM,74,Eint. Frankfurt
26,180283,Ki Sung Yueng,"Korea, Republik",74,ZM ZDM,77,Swansea City
27,179613,Bakary Sako,Mali,74,LM,76,Wolves
27,179574,Gary Hooper,England,74,ST,74,Norwich City
27,178625,Mosquera,Spanien,74,ZDM ZM,75,Elche CF
28,178487,Craig Gardner,England,74,ZM ZDM RV,74,West Brom
35,178425,Giuseppe Vives,Italien,74,ZM ZDM,74,Torino
27,178363,Johny Placide,Haiti,74,TW,76,Stade Reims
28,178284,Lee Nguyen,USA,74,ZOM ZM,75,New England
29,178251,Romain Danzé,Frankreich,74,RV ZDM,74,Stade Rennais
27,177922,Kamil Grosicki,Polen,74,RF LF,76,Stade Rennais
29,177525,Nabil Dirar,Marokko,74,RM,74,AS Monaco
29,177138,Ilsinho,Brasilien,74,ZOM RV,74,FC Shakhtar
30,177100,Tobias Werner,Deutschland,74,LM,74,FC Augsburg
29,176957,Felipe Santana,Brasilien,74,IV,74,Olympiakos CFP
28,176687,Andreas Beck,Deutschland,74,RV LV,75,TSG Hoffenheim
29,176652,Daniel Kolář,Tschechische Repub.,74,ZOM RF RM LM,74,Freie Spieler
29,176546,Juan Camilo Zúñiga,Kolumbien,74,LV LM,74,Napoli
25,176237,Jozy Altidore,USA,74,ST,77,Toronto FC
30,175818,Tom De Sutter,Belgien,74,ST,74,Club Brugge
34,174542,Johnny Herrera,Chile,74,TW,74,Uni. de Chile
29,173521,Marcano,Spanien,74,IV,74,FC Porto
26,173467,Veli Kavlak,Österreich,74,ZM ZDM LM,77,Beşiktaş JK
27,173436,Nathan Dyer,England,74,RM RF,74,Swansea City
28,173204,Luca Antonelli,Italien,74,LV LM,75,Milan
29,172949,Sébastien Bassong,Kamerun,74,IV,74,Norwich City
28,172882,Panagiotis Kone,Griechenland,74,ZOM MS ZM,74,Udinese
29,172862,Niklas Moisander,Finnland,74,IV,74,Ajax
29,172290,Zurutuza,Frankreich,74,ZM ZOM,77,Real Sociedad
28,172285,Elustondo,Spanien,74,ZM IV ZDM,77,Real Sociedad
33,172140,Danijel Pranjić,Kroatien,74,LM ZM ZOM RM,74,Panathinaikos
29,172098,Álvaro Pereira,Uruguay,74,L LV LM,74,Estudiantes
30,172018,Jonathan Maidana,Argentinien,74,IV,74,River Plate
32,171830,Nicolás Spolli,Argentinien,74,IV,74,Roma
27,171318,Diego Capel,Spanien,74,LF RF,76,Sporting CP
25,169595,Danny Rose,England,74,LV,78,Spurs
31,169432,Mehdi Lacen,Algerien,74,ZM ZDM,74,Getafe CF
27,169317,Tarik Elyounoussi,Norwegen,74,LM LF,77,TSG Hoffenheim
28,169281,Serge Gakpé,Togo,74,RM LM ST,75,FC Nantes
29,169126,Ronny,Brasilien,74,ZOM,74,Hertha BSC
31,168883,Taisir Al Jassim,Saudi-Arabien,74,ZM ZOM ZDM RM,74,Al-Ahli
28,168326,Salvatore Bocchetti,Italien,74,IV,75,Milan
32,166093,Hakan Balta,Türkei,74,IV LV,74,Galatasaray SK
30,165554,Doka,Brasilien,74,LM ZOM,74,Başakşehir
30,165234,Nicolas Maurice-Belay,Frankreich,74,LM,74,Bordeaux
29,164878,Lior Refaelov,Israel,74,RF LF ZOM,74,Club Brugge
28,164462,Nedum Onuoha,England,74,IV RV,74,QPR
32,164079,Juninho,Brasilien,74,IV,74,Tigres
29,163806,Sergio,Spanien,74,TW,74,Celta Vigo
33,163804,Julien Féret,Frankreich,74,ZOM ZM,74,SM Caen
30,163713,Christophe Mandanne,Frankreich,74,ST MS,74,EA Guingamp
28,163587,Kasper Schmeichel,Dänemark,74,TW,74,Leicester City
29,163301,Jonathan Orozco,Mexiko,74,TW,74,Monterrey
28,162893,Johan Djourou,Schweiz,74,IV,75,Hamburger SV
28,162223,Alexander Baumjohann,Deutschland,74,ZOM,77,Hertha BSC
30,162123,Fernando Amorebieta,Venezuela,74,IV,74,Middlesbrough
30,161938,Mauro Boselli,Argentinien,74,ST,74,Club León
32,161700,François Clerc,Frankreich,74,RV,74,Saint-Etienne
34,159370,Loukas Vyntra,Griechenland,74,IV RV,74,Levante UD
29,159171,Jurado,Spanien,74,LM ZOM LF ZM,74,Spartak Moskau
31,158144,Salva Sevilla,Spanien,74,LM ZM ZOM,74,RCD Espanyol
30,157716,Marco Russ,Deutschland,74,IV ZDM,74,Eint. Frankfurt
29,157310,Sylvain Marveaux,Frankreich,74,ZOM ST LM,74,EA Guingamp
28,157301,Ryan Babel,Niederlande,74,LM RM,76,Kasimpaşa SK
35,156776,Juan Arango,Venezuela,74,ZM LM,74,Tijuana
29,156650,Yoan Gouffran,Frankreich,74,LM RM,74,Newcastle Utd
32,156585,Romaric,Elfenbeinküste,74,ZM IV ZDM,74,SC Bastia
29,156272,Ederson,Brasilien,74,ZOM ZM,74,Lazio
38,156092,Justo Villar,Paraguay,74,TW,74,Colo-Colo
29,155979,Ross McCormack,Schottland,74,ST,74,Fulham
33,155972,Ansotegi,Spanien,74,IV,74,Real Sociedad
28,155946,Robert Snodgrass,Schottland,74,RM,74,Hull City
33,154634,Manuel Pasqual,Italien,74,LV LM,74,Fiorentina
29,153164,Alejandro Faurlín,Argentinien,74,ZM ZDM,74,QPR
30,153061,Gustavo Colman,Argentinien,74,ZM,74,Rosario Ctral.
31,152997,Darío Cvitanich,Argentinien,74,ST,74,Pachuca
31,152840,Jussiê,Brasilien,74,ST ZOM,74,Bordeaux
29,152567,Alexander Tettey,Norwegen,74,ZM ZDM,74,Norwich City
29,152514,Jason Puncheon,England,74,RM ZOM LM,74,Crystal Palace
31,150532,Patrick Ochs,Deutschland,74,RV RM,74,VfL Wolfsburg
34,150309,Dimitris Salpingidis,Griechenland,74,ST RM RF LM,74,PAOK
33,149791,Wes Hoolahan,Republik Irland,74,ZOM LM,74,Norwich City
35,149568,Amauri,Italien,74,ST,74,Torino
33,149184,Christian Maggio,Italien,74,RV RM,74,Napoli
34,149147,Guglielmo Stendardo,Italien,74,IV,74,Atalanta
33,148123,Alexey Berezutskiy,Russland,74,IV RV LV,74,ZSKA Moskau
31,146996,Rubén,Spanien,74,TW,74,UD Almería
31,146953,Manu Del Moral,Spanien,74,ST LM ZOM,74,SD Eibar
36,146932,Álvaro Rubio,Spanien,74,ZDM ZM,74,Real Valladolid
28,146296,Andrés Fernández,Spanien,74,TW,75,FC Porto
29,144429,Oscar Wendt,Schweden,74,LV,74,Bor. M'gladbach
36,143671,Stipe Pletikosa,Kroatien,74,TW,74,FC Rostow
35,143283,Gökdeniz Karadeniz,Türkei,74,LM RM ZOM,74,Rubin Kasan
33,143025,Emiliano Papa,Argentinien,74,LV LM,74,Independiente
31,142959,Mariano Barbosa,Argentinien,74,TW,74,Sevilla FC
28,142454,Verza,Spanien,74,ZDM ZM ZOM,74,UD Almería
38,142359,Alessandro Lucarelli,Italien,74,IV,74,Parma
33,141198,Blagoy Georgiev,Bulgarien,74,ZDM ZM ZOM,74,Rubin Kasan
29,140620,Ragnar Klavan,Estland,74,IV,74,FC Augsburg
35,140222,Paulo Da Silva,Paraguay,74,IV,74,Toluca
31,139860,Jérémy Morel,Frankreich,74,IV LV,74,Marseille
31,139368,Jason Shackell,England,74,IV,74,Burnley
34,139038,Nicolás Burdisso,Argentinien,74,IV,74,Genoa
33,138949,Antolín Alcaraz,Paraguay,74,IV,74,Everton
30,138918,Luca Rigoni,Italien,74,ZM ZDM,74,Palermo
31,138782,Darren Fletcher,Schottland,74,ZM ZDM,74,West Brom
33,138532,Roel Brouwers,Niederlande,74,IV,74,Bor. M'gladbach
35,138507,Toño,Spanien,74,TW,74,Rayo Vallecano
33,138193,Joey Barton,England,74,ZM ZDM,74,QPR
38,137854,Marco Storari,Italien,74,TW,74,Juventus
37,137763,Kossi Agassa,Togo,74,TW,74,Stade Reims
32,137410,Daniele Gastaldello,Italien,74,IV,74,Bologna
33,137406,Daniele Croce,Italien,74,ZM,74,Empoli
32,137378,Alessandro Gazzi,Italien,74,ZDM ZM,74,Torino
36,137199,Franco Brienza,Italien,74,ZOM MS,74,Cesena
31,137114,Michaël Ciani,Frankreich,74,IV,74,Lazio
31,137109,Stijn Schaars,Niederlande,74,ZM ZDM,74,PSV
35,135859,Anthony Réveillère,Frankreich,74,RV LV,74,Sunderland
30,135742,Alexis,Spanien,74,IV LV RV,74,Getafe CF
34,135451,Gomes,Brasilien,74,TW,74,Watford
31,133249,Emil Hallfreðsson,Island,74,ZM,74,Hellas Verona
33,125397,Hakan Arıkan,Türkei,74,TW,74,Trabzonspor
35,123603,Hugo Campagnaro,Argentinien,74,RV IV,74,Inter
33,123576,Marco Borriello,Italien,74,ST,74,Genoa
32,121185,Christian Schulz,Deutschland,74,IV LV ZDM,74,Hannover 96
35,117063,Nicolas Douchez,Frankreich,74,TW,74,PSG
36,116620,Nikolče Noveski,Mazedonien,74,IV,74,1. FSV Mainz 05
33,116308,Rod Fanni,Frankreich,74,IV RV,74,Marseille
33,112244,Jaroslav Plašil,Tschechische Repub.,74,ZM ZDM,74,Bordeaux
35,111163,Steeve Elana,Frankreich,74,TW,74,LOSC Lille
35,111022,David Navarro,Spanien,74,IV,74,Levante UD
33,110652,Albert Riera,Spanien,74,LM LV ZOM,74,RCD Mallorca
33,110117,Borja Oubiña,Spanien,74,ZM ZDM,74,Celta Vigo
34,110026,Cani,Spanien,74,LM RM ZOM,74,Atlético Madrid
35,103496,Andrea Cossu,Italien,74,LF MS,74,Cagliari
33,102356,Markus Feulner,Deutschland,74,ZM RM ZDM RV,74,FC Augsburg
32,53110,Craig Gordon,Schottland,74,TW,74,Celtic
36,52935,Cesare Natali,Italien,74,IV,74,Sassuolo
32,52401,Kalu Uche,Nigeria,74,ST,74,Levante UD
32,51123,Mathieu Bodmer,Frankreich,74,IV,74,OGC Nice
31,50598,Darren Bent,England,74,ST,74,Derby County
31,49425,John Heitinga,Niederlande,74,IV,74,Hertha BSC
32,49116,Arthur Boka,Elfenbeinküste,74,LV ZDM,74,Málaga CF
32,47201,Silvio Proto,Belgien,74,TW,74,RSC Anderlecht
31,42521,Andreas Ivanschitz,Österreich,74,LM ZOM,74,Sounders FC
34,41734,Benoît Cheyrou,Frankreich,74,ZDM ZM,74,Toronto FC
35,41674,Sylvain Armand,Frankreich,74,IV,74,Stade Rennais
34,25798,Roque Santa Cruz,Paraguay,74,ST,74,Cruz Azul
38,23015,Luca Toni,Italien,74,ST,74,Hellas Verona
32,19292,James Collins,Wales,74,IV,74,West Ham
35,13130,Wes Brown,England,74,IV,74,Sunderland
34,5213,Alessandro Gamberini,Italien,74,IV,74,Chievo Verona
34,3484,John O'Shea,Republik Irland,74,IV,74,Sunderland
39,2651,Shay Given,Republik Irland,74,TW,74,Aston Villa
34,1178,Paolo Cannavaro,Italien,74,IV,74,Sassuolo
33,28,Manu Herrera,Spanien,74,TW,74,Elche CF
24,225646,Camilo Mayada,Uruguay,73,RM RV,78,River Plate
29,224906,Martino Cáceda,Paraguay,73,RV,73,Freie Spieler
27,224899,Victoriano Atalaya,Paraguay,73,ZM RV,73,Freie Spieler
22,223816,Jonathan Rodríguez,Uruguay,73,ST,81,SL Benfica
26,223627,Omar Al Soma,Syrien,73,ST,79,Al-Ahli
21,223061,Franco Cervi,Argentinien,73,RM LM,81,Rosario Ctral.
24,222943,Jony,Spanien,73,LM LF RM,80,Sporting Gijón
18,222357,Breel Donald Embolo,Schweiz,73,ST,87,FC Basel
23,219879,Matías Pisano,Argentinien,73,RM ZOM,80,Independiente
21,219683,Corentin Tolisso,Frankreich,73,ZM ZDM LV RV,80,Olympique Lyon
22,219617,Joaquín Arzura,Argentinien,73,ZDM,80,Tigre
21,219455,Jonathan Calleri,Argentinien,73,ST,79,Boca Juniors
28,217647,Junya Tanaka,Japan,73,ST LF,73,Sporting CP
27,216811,Kendall Waston,Costa Rica,73,IV,75,Whitecaps FC
21,216749,Carlos Mané,Portugal,73,RF ZOM LF,80,Sporting CP
28,216475,Morales,Spanien,73,LM RM RV,76,Levante UD
24,216354,Andrej Kramarić,Kroatien,73,ST LF ZOM,81,Leicester City
26,216335,Yuriy Gazinskiy,Russland,73,ZDM ZM,75,FC Krasnodar
21,216201,Williams,Spanien,73,RF LF ST,82,Athletic Bilbao
25,216194,Dani García,Spanien,73,ZDM,75,SD Eibar
24,215914,N'Golo Kanté,Frankreich,73,ZM ZDM,77,SM Caen
22,215892,Uroš Spajić,Serbien,73,IV,77,Toulouse FC
22,215590,Ayoze Pérez,Spanien,73,ST ZOM,82,Newcastle Utd
21,215330,Joaquín Correa,Argentinien,73,LM,81,Sampdoria
23,215270,Lucas Zelarayán,Argentinien,73,LM ZOM,80,Belgrano
28,215254,Luciano Lollo,Argentinien,73,L IV,74,Racing Club
29,215159,Washington Camacho,Uruguay,73,LM ZM,73,Racing Club
21,215119,Lucas Romero,Argentinien,73,ZM,84,Vélez Sarsfield
27,214206,Germán Cano,Argentinien,73,ST,75,Pachuca
27,213926,Anton Kanibolotskyi,Ukraine,73,TW,75,FC Shakhtar
25,213433,Fernando Tobio,Argentinien,73,IV,77,Boca Juniors
22,212811,Mario Lemina,Frankreich,73,ZDM ZM RV,79,Marseille
21,212267,Ivan Cavaleiro,Portugal,73,LM ST RM,84,RC Deportivo
23,212225,Enzo Roco,Chile,73,IV,79,Elche CF
26,212183,Nacho,Spanien,73,LV LM,74,Rayo Vallecano
30,212047,Mihai Pintilii,Rumänien,73,ZDM ZM,73,Freie Spieler
24,210801,David Accam,Ghana,73,LF LM ST,77,Chicago Fire
31,210363,Lucas Wílchez,Argentinien,73,LM RM,73,Tigre
21,210296,Ángelo Henríquez,Chile,73,ST,83,Freie Spieler
33,210281,Cristian Pellerano,Argentinien,73,ZDM ZM,73,América
22,210259,Ahmed Hassan,Ägypten,73,ST,81,Rio Ave FC
20,210111,José Rodríguez,Spanien,73,RM ZOM ZM,78,RC Deportivo
21,210016,Diego Lopes,Brasilien,73,ZOM ZM,80,Rio Ave FC
20,210008,Adrien Rabiot,Frankreich,73,ZM ZDM,83,PSG
26,209800,Miguel Ángel Herrera,Mexiko,73,IV,75,Pachuca
20,209658,Leon Goretzka,Deutschland,73,ZM RM ZDM,85,FC Schalke 04
27,209610,José Juan Vázquez,Mexiko,73,ZDM ZM,74,Club León
30,209562,Doris Fuakuputu,"Kongo, DR",73,ST,73,Al-Fateh
25,209547,Stefan Mitrović,Serbien,73,IV,77,SC Freiburg
21,209523,Derlis González,Paraguay,73,RM,84,FC Basel
24,209307,Tiago Volpi,Brasilien,73,TW,78,Querétaro
22,209297,Fred,Brasilien,73,ZDM ZM ZOM,84,FC Shakhtar
24,209236,Guilherme,Brasilien,73,ZDM ZM,78,Udinese
27,209128,Norberto Norsales,Venezuela,73,RV,76,Freie Spieler
33,209095,Cristobal Rivoredo,Paraguay,73,ZM ZDM,73,Freie Spieler
35,209086,Pablo Luis Silbeira,Paraguay,73,IV,73,Freie Spieler
22,208574,Filip Kostić,Serbien,73,LM LF,80,VfB Stuttgart
21,208333,Emre Can,Deutschland,73,IV ZDM,86,Liverpool
23,208104,Matheus,Brasilien,73,TW,78,SC Braga
22,207993,Sead Kolašinac,Bosnien-Herzegowina,73,LV IV,81,FC Schalke 04
20,207948,Bertrand Traoré,Burkina Faso,73,ST RF,84,Vitesse
26,207707,Marçal,Brasilien,73,LV,77,CD Nacional
22,206652,Sergio Rico,Spanien,73,TW,82,Sevilla FC
22,206058,Mattia De Sciglio,Italien,73,LV RV,81,Milan
22,205923,Ben Davies,Wales,73,LV,79,Spurs
25,205524,Rúben Ferreira,Portugal,73,LV,76,CS Marítimo
21,205402,Jean-Paul Boëtius,Niederlande,73,LF,81,Feyenoord
20,205193,Karim Rekik,Niederlande,73,IV,82,PSV
27,205114,Takashi Inui,Japan,73,LM ZOM,77,Eint. Frankfurt
27,205083,Fayçal Fajr,Frankreich,73,ZOM ZM LM,78,Elche CF
21,204884,Benjamin Mendy,Frankreich,73,LV,79,Marseille
24,204738,Renato Ibarra,Ecuador,73,RF,77,Vitesse
23,204737,Salvador Agra,Portugal,73,RF,77,SC Braga
21,204366,Jürgen Locadia,Niederlande,73,ST,81,PSV
23,204307,Julian Korb,Deutschland,73,RV,78,Bor. M'gladbach
22,204289,Saido Berahino,England,73,ST,82,West Brom
28,204276,Tomer Hemed,Israel,73,ST LF,73,UD Almería
27,204050,Santiago Vergini,Argentinien,73,RV IV,75,Sunderland
24,203863,Luis Fariña,Argentinien,73,ZOM ZM LM,76,RC Deportivo
27,203843,Damián Suárez,Uruguay,73,RV LV,77,Elche CF
24,203793,Aron Jóhannsson,USA,73,ST,77,AZ
24,203757,Zé Luís,Kap Verde,73,ST,79,SC Braga
21,203633,Massimo Bruno,Belgien,73,RM LM ZOM,81,RB Salzburg
20,203535,Tonny Vilhena,Niederlande,73,ZM,81,Feyenoord
23,202882,Thievy Bifouma,Kongo,73,ST LM RM,78,UD Almería
23,202849,Jannik Vestergaard,Dänemark,73,IV,78,Werder Bremen
23,202371,Thomas Meunier,Belgien,73,RV,78,Club Brugge
21,202335,Eric Dier,England,73,IV RV,81,Spurs
27,202143,Ekiza,Spanien,73,IV,76,SD Eibar
22,202135,Stefano Sturaro,Italien,73,ZM ZDM,81,Juventus
25,202115,Matthias Ostrzolek,Deutschland,73,LV,75,Hamburger SV
25,202078,Darlington Nagbe,Liberia,73,RM ZOM LM,79,Portland
29,202058,Siniša Anđelković,Slowenien,73,IV,73,Palermo
25,201953,Juan Sánchez Miño,Argentinien,73,L LM,79,Estudiantes
23,201878,Valentin Eysseric,Frankreich,73,ZOM RM,77,OGC Nice
27,201537,Raúl Rodríguez,Spanien,73,IV RV ZDM,77,Houston Dynamo
24,201482,Julián,Spanien,73,TW,78,UD Almería
23,201215,Ladislav Krejčí,Tschechische Repub.,73,LM LF,79,Freie Spieler
23,201046,Riccardo Saponara,Italien,73,ZOM,78,Empoli
26,200984,Rafael Martins,Brasilien,73,ST LF RF,75,Levante UD
28,200911,Bogdan Stancu,Rumänien,73,ST MS,73,Gençlerbirliği
22,200857,Moritz Leitner,Deutschland,73,ZM ZDM ZOM RM,78,VfB Stuttgart
23,200765,Muhamed Bešić,Bosnien-Herzegowina,73,ZDM IV,82,Everton
27,200278,Santiago García,Argentinien,73,LV,76,Werder Bremen
26,200271,Salomão,Portugal,73,LF RM LM,78,RC Deportivo
23,200155,Hans Vanaken,Belgien,73,ZOM,79,Sport. Lokeren
23,200054,Pedro Obiang,Spanien,73,ZM ZDM,80,Sampdoria
27,199845,Francesco Acerbi,Italien,73,IV,77,Sassuolo
24,199776,Luca Caldirola,Italien,73,IV LV,78,Werder Bremen
25,199737,Wilson Eduardo,Portugal,73,RF LF,76,ADO Den Haag
26,199633,Matthew Lowton,England,73,RV,76,Aston Villa
22,199569,Erick Torres,Mexiko,73,ST,78,Houston Dynamo
23,199412,Sebá,Brasilien,73,RF LF ST,77,Estoril-Praia
26,199334,Václav Pilař,Tschechische Repub.,73,LM,76,Freie Spieler
24,199110,Luis Muriel,Kolumbien,73,ST,81,Sampdoria
27,198946,Danilo D'Ambrosio,Italien,73,RV LV RM LM,76,Inter
29,198840,Abraham,Spanien,73,LV LM,73,SD Eibar
21,198719,Nathan Redmond,England,73,RM LM,79,Norwich City
22,198706,Luis Alberto,Spanien,73,ZOM MS,81,Málaga CF
22,198705,Andy Najar,Honduras,73,RM,79,RSC Anderlecht
22,198635,Wellington Silva,Brasilien,73,RM LM,79,UD Almería
27,198614,Raúl Navas,Spanien,73,IV,77,SD Eibar
25,198584,Kara Mbodji,Senegal,73,IV,75,KRC Genk
26,198489,James McClean,Republik Irland,73,LM RM LF ST,75,Wigan Athletic
29,198386,Sebastián Dubarbier,Argentinien,73,LV LAV LM,73,UD Almería
24,198352,Stefan Bell,Deutschland,73,IV RV,78,1. FSV Mainz 05
23,198331,Matěj Vydra,Tschechische Repub.,73,ST MS ZOM,78,Watford
23,198145,Sergio Araujo,Argentinien,73,ST LM,80,UD Las Palmas
24,198033,Alex,Portugal,73,LM RM,77,Vit. Guimarães
23,197900,Pajtim Kasami,Schweiz,73,ZM ZOM RM ZDM,81,Olympiakos CFP
25,197439,Felix Wiedwald,Deutschland,73,TW,78,Eint. Frankfurt
29,196946,Emilio Izaguirre,Honduras,73,LV,73,Celtic
30,196142,Macnelly Torres,Kolumbien,73,ZOM,73,Atl. Nacional
35,196073,Esteban Paredes,Chile,73,ST,73,Colo-Colo
25,195668,Joel Robles,Spanien,73,TW,78,Everton
28,194359,Yuto Nagatomo,Japan,73,LM RM,74,Inter
28,194203,Nenad Tomović,Serbien,73,RV IV,74,Fiorentina
25,194089,Christoph Moritz,Deutschland,73,ZM ZDM RM ZOM,76,1. FSV Mainz 05
25,194022,André Almeida,Portugal,73,LV RV ZDM,77,SL Benfica
24,194017,Andreas Weimann,Österreich,73,MS ST RM,78,Aston Villa
