id,overall,name,position,age,team,nation,edition
27,7074,BÃ©la Balogh,IV,23,Murcia,Ungarn,fifa_2009
28,7077,Roger,ST,23,Sport Recife,Brasilien,fifa_2009
29,7074,Roberto,TW,29,Vasco Da Gama,Brasilien,fifa_2009
30,7074,Luciano Almeida,LAV,33,Botafogo,Brasilien,fifa_2009
1,7075,Gustavo,IV,26,Palmeiras,Brasilien,fifa_2009
2,7075,Roberto Brum,ZDM,30,Santos,Brasilien,fifa_2009
3,7076,Sandro Goiano,ZDM,35,Sport Recife,Brasilien,fifa_2009
4,7076,JÃºlio Santos,IV,26,FC Tours,Brasilien,fifa_2009
5,7077,Gianni Zuiverloon,RV,21,West Bromwich,Niederlande,fifa_2009
6,7083,Omar Arellano,ST,21,Guadalajara,Mexiko,fifa_2009
7,7085,Daniel CongrÃ©,IV,23,Toulouse F.C.,Frankreich,fifa_2009
8,7080,Marvin Elliott,ZM,23,Bristol,England,fifa_2009
9,7074,Davide Moro,ZM,26,Empoli,Italien,fifa_2009
10,7073,Santos,LM,28,Elche C.F.,Spanien,fifa_2009
11,7079,SÃ©bastien Pocognoli,LAV,21,AZ Alkmaar,Belgien,fifa_2009
12,7079,Kenny Cooper,ST,23,Dallas,USA,fifa_2009
13,7085,Quincy,ST,22,Birmingham City,Niederlande,fifa_2009
14,7077,Jonathan Spector,RV,22,West Ham United,USA,fifa_2009
15,7079,UÄur UÃ§ar,RAV,21,Galatasaray,TÃ¼rkei,fifa_2009
16,7073,Ross Turnbull,TW,23,Middlesbrough,England,fifa_2009
17,7075,Emanuel Villa,ST,26,Derby County,Argentinien,fifa_2009
18,7074,Aristide BancÃ©,ST,23,Mainz,Burkina Faso,fifa_2009
19,7074,Esteban AndrÃ©s Solari,ST,28,U.D. AlmerÃ­a,Argentinien,fifa_2009
20,7083,Zapater,ZM,23,Real Zaragoza,Spanien,fifa_2009
21,7075,Javi GarcÃ­a,ZM,21,Real Madrid C.F.,Spanien,fifa_2009
22,7072,JosÃ© Arturo Rivas,IV,23,Tigres,Mexiko,fifa_2009
23,7077,Bruno RamÃ³n Silva,RV,28,Ajax,Uruguay,fifa_2009
24,7077,Alan Zamora,ZM,23,Atlante,Mexiko,fifa_2009
25,7079,Ioannis Masmanidis,LM,25,1. FC NÃ¼rnberg,Deutschland,fifa_2009
26,7073,Armando Navarrete,TW,27,AmÃ©rica,Mexiko,fifa_2009
27,7073,Ciro Polito,TW,29,Catania,Italien,fifa_2009
28,7074,Dante,LV,24,Standard LÃ¼ttich,Brasilien,fifa_2009
29,7076,Johnny Leoni,TW,24,FC ZÃ¼rich,Schweiz,fifa_2009
30,7073,Vincenzo Santoruvo,ST,30,Frosinone,Italien,fifa_2009
1,7072,Steve Gohouri,IV,27,Borussia M'gladbach,Frankreich,fifa_2009
2,7072,Domingos,IV,22,Santos,Brasilien,fifa_2009
3,7082,Mounir Obbadi,ZM,25,ES Troyes AC,Frankreich,fifa_2009
4,7075,Ricardo Batista,TW,21,Sporting CP,Portugal,fifa_2009
5,7075,Thomas Vermaelen,IV,22,Ajax,Belgien,fifa_2009
6,7074,TochÃ©,ST,25,C.D. Numancia,Spanien,fifa_2009
7,7078,Alejandro Lago,IV,29,Rosenborg Trondheim,Uruguay,fifa_2009
8,7070,Dejan Petkovic,ZOM,35,A. Mineiro,Serbien,fifa_2009
9,7075,Carlos Ochoa,ST,30,Monterrey,Mexiko,fifa_2009
10,7082,Claudecir,ZM,32,Portuguesa,Brasilien,fifa_2009
11,7074,Ãscar Mascorro,IV,28,San Luis,Mexiko,fifa_2009
12,7075,GÃ©rald Cid,IV,25,OGC Nice CÃ´te D'azur,Frankreich,fifa_2009
13,7083,Yoan Gouffran,RM,22,FCGB,Frankreich,fifa_2009
14,7075,Mario PÃ©rez,LAV,26,Necaxa,Mexiko,fifa_2009
15,7075,IvÃ¡n VÃ¡zquez,TW,25,Necaxa,Mexiko,fifa_2009
16,7079,Juan Pablo GarcÃ­a,MS,26,Jaguares de Chiapas,Mexiko,fifa_2009
17,7074,Juan Carlos Valenzuela,RAV,24,Tecos UAG,Mexiko,fifa_2009
18,7081,Ricardo Cabanas,ZOM,29,Grasshoppers ZÃ¼rich,Schweiz,fifa_2009
19,7073,Rafael MÃ¡rquez Lugo,ST,26,AmÃ©rica,Mexiko,fifa_2009
20,7077,Mariano Trujillo,RAV,31,Atlante,Mexiko,fifa_2009
21,7075,Omar OrtÃ­z,TW,32,Necaxa,Mexiko,fifa_2009
22,7081,Kasper BÃ¸gelund,RV,27,Aalborg BK,DÃ¤nemark,fifa_2009
23,7079,ZÃ© Luis,ZDM,29,Sao Paulo,Brasilien,fifa_2009
24,7071,Paulo SerafÃ­n,RAV,33,Puebla,Mexiko,fifa_2009
25,7078,Charlie Adam,ZOM,22,Rangers,Schottland,fifa_2009
26,7073,Ansotegi,IV,26,Real Sociedad,Spanien,fifa_2009
27,7072,Wojciech ÅobodziÅski,RFL,25,WisÅa Krakau,Polen,fifa_2009
28,7076,PrzemysÅaw KaÅºmierczak,ZDM,26,Derby County,Polen,fifa_2009
29,7081,Razvan Cocis,RFL,25,RumÃ¤nien,RumÃ¤nien,fifa_2009
30,7082,AndrÃ©-Pierre Gignac,ST,23,Toulouse F.C.,Frankreich,fifa_2009
1,7074,HernÃ¡n Losada,ZOM,26,RSC Anderlecht,Argentinien,fifa_2009
2,7077,Morten Moldskred,ST,28,TromsÃ¶ IL,Norwegen,fifa_2009
3,7078,Jorge MartÃ­n NuÃ±ez,LV,30,Paraguay,Paraguay,fifa_2009
4,7079,SomÃ¡lia,ST,31,Fluminense,Brasilien,fifa_2009
5,7072,Ruy,RAV,30,N. Recife,Brasilien,fifa_2009
6,7074,FabÃ£o,IV,32,Santos,Brasilien,fifa_2009
7,7078,Rodrigo Alvim,LAV,24,VfL Wolfsburg,Brasilien,fifa_2009
8,7078,Ricardo Vaz Te,ST,21,Bolton Wanderers,Portugal,fifa_2009
9,7077,Olivier OccÃ¨an,ST,26,LillestrÃ¶m SK,Kanada,fifa_2009
10,7076,Alexander Tettey,ZM,22,Rosenborg Trondheim,Norwegen,fifa_2009
11,7072,Simon Poulsen,LM,23,AZ Alkmaar,DÃ¤nemark,fifa_2009
12,7082,Kanga AkalÃ©,LFL,27,R.C. Recreativo,ElfenbeinkÃ¼ste,fifa_2009
13,7072,Markus Brzenska,IV,24,Duisburg,Deutschland,fifa_2009
14,7073,Marcel Ndjeng,RM,26,Borussia M'gladbach,Deutschland,fifa_2009
15,7074,Ricardo MatÃ­as VerÃ³n,ZM,27,PAOK,Argentinien,fifa_2009
16,7074,Marco Biagianti,ZM,24,Catania,Italien,fifa_2009
17,7071,Fabio Firmani,ZDM,30,Lazio,Italien,fifa_2009
18,7074,Brian van Loo,TW,33,FC Groningen,Niederlande,fifa_2009
19,7074,Evgeniy Levchenko,LM,30,FC Groningen,Ukraine,fifa_2009
20,7072,Adrian Sikora,ST,28,Murcia,Polen,fifa_2009
21,7074,Ricardinho,ZOM,32,VitÃ³ria,Brasilien,fifa_2009
22,7070,Vasili Khamutouski,TW,30,FC Augsburg,WeiÃrussland,fifa_2009
23,7076,Cosmin MoÅ£i,IV,23,AC Siena,RumÃ¤nien,fifa_2009
24,7075,Geder,IV,30,Le Mans U.C. 72,Brasilien,fifa_2009
25,7076,Nemanja Vucicevic,RA,29,1. FC KÃ¶ln,Serbien,fifa_2009
26,7079,Jorquera,TW,29,F.C. Barcelona,Spanien,fifa_2009
27,7077,Cristian,RA,24,R.C. Deportivo,Spanien,fifa_2009
28,7084,Gabi,ZDM,25,Real Zaragoza,Spanien,fifa_2009
29,7073,IvÃ¡n CuÃ©llar,TW,24,Real Sporting,Spanien,fifa_2009
30,7073,Diaz de Cerio,ST,24,Real Sociedad,Spanien,fifa_2009
1,7075,Mario Bermejo,ST,29,Xerez C.D.,Spanien,fifa_2009
2,7070,Parri,ZM,26,Levante U.D.,Spanien,fifa_2009
3,7073,Jorge,IV,24,Real Sporting,Spanien,fifa_2009
4,7075,SaÃºl,RM,23,Elche C.F.,Spanien,fifa_2009
5,7070,Mikael Dorsin,LAV,26,Rosenborg Trondheim,Schweden,fifa_2009
6,7074,Cifu,RV,28,Real Valladolid C.F.,Spanien,fifa_2009
7,7076,ÃaÄdaÅ Atan,IV,28,Energie Cottbus,TÃ¼rkei,fifa_2009
8,7073,Mustafa Er,LM,28,Konyaspor,TÃ¼rkei,fifa_2009
9,7071,Emre AÅÄ±k,IV,34,Galatasaray,TÃ¼rkei,fifa_2009
10,7076,Abdurrahman Dereli,RAV,27,Sivasspor,TÃ¼rkei,fifa_2009
11,7076,Mehmet YozgatlÄ±,RFL,29,Gaziantepspor,TÃ¼rkei,fifa_2009
12,7071,Tolga DoÄantez,IV,33,MKE AnkaragÃ¼cÃ¼,TÃ¼rkei,fifa_2009
13,7074,Daniel TÃ¶zser,ZOM,23,KRC Genk,Ungarn,fifa_2009
14,7077,SelÃ§uk Åahin,ZDM,27,FenerbahÃ§e SK,TÃ¼rkei,fifa_2009
15,7077,Sergei Rebrov,MS,34,Ukraine,Ukraine,fifa_2009
16,7081,Can Arat,IV,24,FenerbahÃ§e SK,TÃ¼rkei,fifa_2009
17,7079,Diogo RincÃ³n,ZM,28,Corinthian,Brasilien,fifa_2009
18,7078,Tolga Zengin,TW,24,Trabzonspor,TÃ¼rkei,fifa_2009
19,7075,Juan Eduardo Eluchans,ZM,28,SM Caen,Argentinien,fifa_2009
20,7071,VÃ­ctor Enrique PÃ­riz Alves,ST,28,San Luis,Uruguay,fifa_2009
21,7076,Tobias Rathgeb,LM,26,Hansa Rostock,Deutschland,fifa_2009
22,7074,Martin LukeÅ¡,ZOM,29,FC Banik Ostrava,Tschechische Repub.,fifa_2009
23,7075,Miroslav HoleÅÃ¡k,IV,32,Slovan Liberec,Tschechische Repub.,fifa_2009
24,7072,Blagoy Georgiev,ZOM,26,Bulgarien,Bulgarien,fifa_2009
25,7074,Vyacheslav Shevchuk,LAV,29,Ukraine,Ukraine,fifa_2009
26,7076,Maris,ST,28,R.C. Celta Vigo,Lettland,fifa_2009
27,7075,Dragan Mladenovic,ZM,32,Incheon United,Serbien,fifa_2009
28,7077,Ross Wallace,LV,23,Preston North End,Schottland,fifa_2009
29,7075,Duilio Davino,IV,32,Dallas,Mexiko,fifa_2009
30,7077,Lenilson,LM,27,A. Mineiro,Brasilien,fifa_2009
1,7075,Tsuneyasu Miyamoto,IV,31,FC Red Bull Salzburg,Japan,fifa_2009
2,7073,Yosgart GutiÃ©rrez,TW,27,Cruz Azul,Mexiko,fifa_2009
3,7075,Hugo SÃ¡nchez,IV,27,Tigres,Mexiko,fifa_2009
4,7074,Aldo De Nigris,ST,25,Necaxa,Mexiko,fifa_2009
5,7074,Bruno Moraes,ST,24,VitÃ³ria Futebol Clube,Brasilien,fifa_2009
6,7073,Marcinho,ZOM,27,MarÃ­timo da Madeira,Brasilien,fifa_2009
7,7074,Eduardo Rergis,LAV,27,Atlas,Mexiko,fifa_2009
8,7076,Lucian Sanmartean,ZOM,28,FC Utrecht,RumÃ¤nien,fifa_2009
9,7072,Glenn Loovens,IV,24,Celtic,Niederlande,fifa_2009
10,7070,Gustavo Enrique Reggi,ST,35,C.D. CastellÃ³n,Argentinien,fifa_2009
11,7074,Jason Scotland,ST,29,Swansea City,Trinidad und Tobago,fifa_2009
12,7074,Christian Fuchs,LM,22,Bochum,Ãsterreich,fifa_2009
13,7076,Rodrigo Fabri,ZOM,32,Figueirense,Brasilien,fifa_2009
14,7077,Brian Howard,ZOM,25,Barnsley,England,fifa_2009
15,7080,Leonardo Daniel Ponzio,ZM,26,Club Atletico River Plate,Argentinien,fifa_2009
16,7074,Manuel De la Torre,LAV,28,Toluca,Mexiko,fifa_2009
17,7073,Claudio Grauso,ZM,29,Mantova,Italien,fifa_2009
18,7072,Massimo Bonanni,LFL,26,Sampdoria,Italien,fifa_2009
19,7079,Blerim Dzemaili,ZDM,22,Turin,Schweiz,fifa_2009
20,7073,Stanislav VlÄek,RA,32,RSC Anderlecht,Tschechische Repub.,fifa_2009
21,7072,Patrik Siegl,ZDM,32,KSV Superfund,Tschechische Repub.,fifa_2009
22,7078,Gary McSheffrey,MS,26,Birmingham City,England,fifa_2009
23,7080,Mounir El Hamdaoui,ST,24,AZ Alkmaar,Niederlande,fifa_2009
24,7073,Pat Onstad,TW,40,Houston Dynamo,Kanada,fifa_2009
25,7085,Pape DiakhatÃ©,LV,24,Fiorentina,Senegal,fifa_2009
26,7072,Å tÄpÃ¡n VachouÅ¡ek,LM,29,FK Teplice,Tschechische Repub.,fifa_2009
27,7083,SÃ©rgio,TW,38,Portuguesa,Brasilien,fifa_2009
28,7074,Valerio Di Cesare,IV,25,Vicenza,Italien,fifa_2009
29,7083,Gijs Luirink,IV,24,AZ Alkmaar,Niederlande,fifa_2009
30,7072,Michel Vorm,TW,24,FC Utrecht,Niederlande,fifa_2009
1,7084,Boy Waterman,TW,24,ADO Den Haag,Niederlande,fifa_2009
2,7079,Dominik Reinhardt,RV,23,1. FC NÃ¼rnberg,Deutschland,fifa_2009
3,7078,Stijn Schaars,LM,24,AZ Alkmaar,Niederlande,fifa_2009
4,7071,Kim Byung Ji,TW,38,FC Seoul,"Korea, Republik",fifa_2009
5,7074,Kim Do Heon,ZOM,26,West Bromwich,"Korea, Republik",fifa_2009
6,7085,AndrÃ© LuÃ­s,IV,29,Botafogo,Brasilien,fifa_2009
7,7072,Valdomiro,IV,28,CD Trofense,Brasilien,fifa_2009
8,7073,AndrÃ© Luiz,IV,28,A.S. Nancy-Lorraine,Brasilien,fifa_2009
9,7077,Fabiano Eller,IV,30,Santos,Brasilien,fifa_2009
10,7079,Diego,TW,26,Flamengo,Brasilien,fifa_2009
11,7086,Jadilson,LAV,30,Cruzeiro,Brasilien,fifa_2009
12,7078,Luque,LM,30,MÃ¡laga C.F.,Spanien,fifa_2009
13,7082,Fabinho,ZDM,28,Corinthian,Brasilien,fifa_2009
14,7074,Marco NÃ©,ZM,25,Germinal Beerschot,ElfenbeinkÃ¼ste,fifa_2009
15,7075,Pa Dembo Touray,TW,28,D. Stockholm,Gambia,fifa_2009
16,7075,Daniel Ãrlund,TW,28,Fredrikstad,Schweden,fifa_2009
17,7079,Paul McShane,IV,22,Hull City,Republik Irland,fifa_2009
18,7080,Ä°brahim AkÄ±n,LFL,24,FIFA09_31010140,TÃ¼rkei,fifa_2009
19,7077,Ayhan Tuna ÃzÃ¼mcÃ¼,IV,26,Besiktas JK,TÃ¼rkei,fifa_2009
20,7076,Hayrettin Yerlikaya,LV,27,Sivasspor,TÃ¼rkei,fifa_2009
21,7078,Umut Bulut,ST,25,Trabzonspor,TÃ¼rkei,fifa_2009
22,7081,Koray ÃÃ¶lgeÃ§en,IV,23,Kayserispor,TÃ¼rkei,fifa_2009
23,7072,Abdel Zaher El Saka,IV,34,GenÃ§lerbirligi SK,Marokko,fifa_2009
24,7080,Serkan BalcÄ±,RAV,25,Trabzonspor,TÃ¼rkei,fifa_2009
25,7075,Filip Daems,IV,29,Borussia M'gladbach,Belgien,fifa_2009
26,7072,Murat ErdoÄan,LM,32,MKE AnkaragÃ¼cÃ¼,TÃ¼rkei,fifa_2009
27,7078,Burak YÄ±lmaz,RFL,23,FenerbahÃ§e SK,TÃ¼rkei,fifa_2009
28,7078,Julius Aghahowa,ST,26,Kayserispor,Nigeria,fifa_2009
29,7080,Robert Earnshaw,ST,27,Nottingham Forest,Wales,fifa_2009
30,7075,Lee Miller,ST,25,Aberdeen,Schottland,fifa_2009
1,7071,Mark Kerr,ZM,26,Aberdeen,Schottland,fifa_2009
2,7073,David Ducourtioux,RV,30,Valenciennes FC,Frankreich,fifa_2009
3,7073,Sammy TraorÃ©,IV,32,Paris Saint-Germain,Mali,fifa_2009
4,7074,Bertrand Laquait,TW,31,SC Charleroi,Frankreich,fifa_2009
5,7071,Rod Fanni,RV,26,Stade Rennais FC,Frankreich,fifa_2009
6,7074,Abraham Paz,IV,29,HÃ©rcules,Spanien,fifa_2009
7,7072,Luigi Pieroni,ST,27,Valenciennes FC,Belgien,fifa_2009
8,7079,Marco WÃ¶lfli,TW,26,BSC Young Boys,Schweiz,fifa_2009
9,7074,Francisco,MS,30,Alicante CF,Spanien,fifa_2009
10,7072,David Cuellar,ZOM,28,Murcia,Spanien,fifa_2009
11,7078,Riccardo Zampagna,ST,33,Sassuolo,Italien,fifa_2009
12,7074,Vlada Avramov,TW,29,Fiorentina,Serbien,fifa_2009
13,7072,Moreno,LM,33,C.D. Numancia,Spanien,fifa_2009
14,7072,Culebras,IV,29,C.D. Tenerife,Spanien,fifa_2009
15,7074,Izquierdo,RAV,28,Tarragona,Spanien,fifa_2009
16,7071,Diego Rivas,ZDM,28,Real Sociedad,Spanien,fifa_2009
17,7078,Ãngel Manuel Vivar Dorado,ZM,34,Real Valladolid C.F.,Spanien,fifa_2009
18,7072,RaÃºl,ST,26,Real Racing Club,Spanien,fifa_2009
19,7073,CÃ©sar Caneda,IV,28,Deportivo AlavÃ©s,Spanien,fifa_2009
20,7080,Jaroslav PlaÅ¡il,ZOM,26,Osasuna,Tschechische Repub.,fifa_2009
21,7072,Boris,IV,28,C.D. Numancia,Spanien,fifa_2009
22,7078,Sascha Riether,RAV,25,VfL Wolfsburg,Deutschland,fifa_2009
23,7073,MaraÃ±Ã³n,LV,28,Murcia,Spanien,fifa_2009
24,7072,Curro Torres,RV,31,Valencia C.F.,Spanien,fifa_2009
25,7073,Gari Uranga,ZOM,28,C.D. CastellÃ³n,Spanien,fifa_2009
26,7075,Sergio,IV,31,Real Zaragoza,Spanien,fifa_2009
27,7087,Jonathan,ST,22,R.C.D. Espanyol,Spanien,fifa_2009
28,7074,Yago,IV,29,Levante U.D.,ElfenbeinkÃ¼ste,fifa_2009
29,7072,Mark Wilson,RV,24,Celtic,Schottland,fifa_2009
30,7080,Manasseh Ishiaku,ST,25,1. FC KÃ¶ln,Nigeria,fifa_2009
1,7075,Federico Agliardi,TW,25,Rimini,Italien,fifa_2009
2,7070,Cyrille Merville,TW,26,ES Troyes AC,Frankreich,fifa_2009
3,7071,Max von SchlebrÃ¼gge,IV,31,BrÃ¸ndby IF,Schweden,fifa_2009
4,7072,Karel Geraerts,ZM,26,Club Brugge KV,Belgien,fifa_2009
5,7076,Leandro DamiÃ¡n CufrÃ©,LV,30,AS Monaco FC,Argentinien,fifa_2009
6,7079,Markus Feulner,LM,26,Mainz,Deutschland,fifa_2009
7,7075,Stefano Morrone,ZM,29,AC Parma,Italien,fifa_2009
8,7085,Marco Engelhardt,ZM,27,1. FC NÃ¼rnberg,Deutschland,fifa_2009
9,7075,Timo Ochs,TW,26,FC Red Bull Salzburg,Deutschland,fifa_2009
10,7072,Patrick Agyemang,ST,27,Queens Park Rangers,England,fifa_2009
11,7070,Patrice Luzi,TW,28,Stade Rennais FC,Frankreich,fifa_2009
12,7074,Pablo CouÃ±ago,ST,29,Ipswich,Spanien,fifa_2009
13,7072,Matthew Murray,TW,27,Wolverhampton,England,fifa_2009
14,7076,Radoslav KovÃ¡Ä,ZDM,28,Tschechien,Tschechische Repub.,fifa_2009
15,7077,Linvoy Primus,IV,34,FC Portsmouth,England,fifa_2009
16,7081,Jobi McAnuff,RM,26,FC Watford,Jamaika,fifa_2009
17,7078,Ãvar Ingimarsson,IV,31,FC Reading,Island,fifa_2009
18,7081,Nando Rafael,ST,24,Aarhus GF,Deutschland,fifa_2009
19,7076,Theo Lucius,RV,31,Feyenoord Rotterdam,Niederlande,fifa_2009
20,7078,Anthony Gardner,IV,27,Hull City,England,fifa_2009
21,7070,Selim Teber,ZM,27,1899 Hoffenheim,Deutschland,fifa_2009
22,7074,Cesare Natali,IV,29,Turin,Italien,fifa_2009
23,7075,Dennis SÃ¶rensen,MS,27,Energie Cottbus,DÃ¤nemark,fifa_2009
24,7073,Thomas Rasmussen,LV,31,BrÃ¸ndby IF,DÃ¤nemark,fifa_2009
25,7074,Roberto Mauro Cantoro,ZM,32,WisÅa Krakau,Argentinien,fifa_2009
26,7081,Chris Brunt,LFL,23,West Bromwich,Nordirland,fifa_2009
27,7082,Jonas Kamper,RM,25,Arminia Bielefeld,DÃ¤nemark,fifa_2009
28,7079,Yohann Hautcoeur,ZDM,26,A.S. Saint-Etienne,Frankreich,fifa_2009
29,7075,Lee Naylor,LV,28,Celtic,England,fifa_2009
30,7076,Igor Tomasic,IV,31,Bulgarien,Kroatien,fifa_2009
1,7074,Don Cowie,ZM,25,Inverness CT,Schottland,fifa_2009
2,7081,Neil Clement,IV,29,West Bromwich,England,fifa_2009
3,7076,Nicky Weaver,TW,29,Charlton Athletic,England,fifa_2009
4,7070,Morten M. SkjÃ¸nsberg,IV,25,Stabaek IF,Norwegen,fifa_2009
5,7077,Dariusz Å»uraw,IV,35,Arka Gdynia,Polen,fifa_2009
6,7071,SÃ©bastien Mazure,ST,29,SM Caen,Frankreich,fifa_2009
7,7073,Marcus Bent,ST,30,Birmingham City,England,fifa_2009
8,7072,Taylor Twellman,ST,28,New England,USA,fifa_2009
9,7072,Jonathan Blondel,ZM,24,Club Brugge KV,Belgien,fifa_2009
10,7076,Guillermo Giacomazzi,ZDM,30,Lecce,Uruguay,fifa_2009
11,7076,Habib Bamogo,ST,26,OGC Nice CÃ´te D'azur,Frankreich,fifa_2009
12,7076,Ekrem DaÄ,RFL,27,Besiktas JK,Ãsterreich,fifa_2009
13,7074,Soumaila Coulibaly,ZOM,30,Borussia M'gladbach,Mali,fifa_2009
14,7074,Goran Obradovic,ZOM,32,FC Sion,Serbien,fifa_2009
15,7076,Petr Hlinka,ZDM,29,SK Sturm Graz,Slowakei,fifa_2009
16,7074,Sead Ramovic,TW,29,TromsÃ¶ IL,Bosnien-Herzegowina,fifa_2009
17,7076,Berkant GÃ¶ktan,MS,27,TSV 1860 MÃ¼nchen,TÃ¼rkei,fifa_2009
18,7075,Luciano,TW,28,FC Groningen,Brasilien,fifa_2009
19,7075,Eddie Johnson,ST,24,Cardiff,USA,fifa_2009
20,7080,Daniel Bierofka,LM,29,TSV 1860 MÃ¼nchen,Deutschland,fifa_2009
21,7079,Jan Kristiansen,LM,27,BrÃ¸ndby IF,DÃ¤nemark,fifa_2009
22,7070,Arkadiusz Onyszko,TW,34,Odense BK,Polen,fifa_2009
23,7081,Christian Tiffert,RM,26,Duisburg,Deutschland,fifa_2009
24,7072,LukÃ¡Å¡ Zelenka,ZOM,28,VC Westerlo,Tschechische Repub.,fifa_2009
25,7072,Koen Daerden,LM,26,Club Brugge KV,Belgien,fifa_2009
26,7075,Jan Gunnar Solli,ZM,27,SK Brann,Norwegen,fifa_2009
27,7085,Eric CarriÃ¨re,ZOM,35,Dijon Football CÃ´te-d'Or,Frankreich,fifa_2009
28,7072,Robbie Neilson,RV,28,Heart Of Midlothian,Schottland,fifa_2009
29,7074,Matias Concha,RAV,28,Bochum,Schweden,fifa_2009
30,7078,Bobby Convey,LM,25,FC Reading,USA,fifa_2009
1,7077,Serginho Greene,RV,26,Feyenoord Rotterdam,Niederlande,fifa_2009
2,7072,Ayhan Akman,ZM,31,Galatasaray,TÃ¼rkei,fifa_2009
3,7079,AndwelÃ© Slory,RFL,25,Feyenoord Rotterdam,Niederlande,fifa_2009
4,7076,Rob Wielaert,IV,29,FC Twente,Niederlande,fifa_2009
5,7076,Per Nilsson,IV,25,1899 Hoffenheim,Schweden,fifa_2009
6,7072,Allan Gaarde,LM,33,Viking FK,DÃ¤nemark,fifa_2009
7,7074,Sharbel Touma,LA,29,Borussia M'gladbach,Schweden,fifa_2009
8,7074,NÃ©lson,TW,32,Amadora,Portugal,fifa_2009
9,7072,Lito,LFL,33,AcadÃ©mica de Coimbra,Kap Verde,fifa_2009
10,7074,Jorge Ribeiro,LV,26,Sport Lisboa Benfica,Portugal,fifa_2009
11,7076,Nicky Hofs,RM,25,Arnheim,Niederlande,fifa_2009
12,7076,Chris Killen,ST,26,Celtic,Neuseeland,fifa_2009
13,7074,Anthony Å eriÄ,LAV,28,Besiktas JK,Kroatien,fifa_2009
14,7072,Leon Cort,IV,28,Stoke City,England,fifa_2009
15,7076,Wade Elliott,RFL,29,FC Burnley,England,fifa_2009
16,7078,James Collins,IV,25,West Ham United,Wales,fifa_2009
17,7074,Michael Dingsdag,IV,25,SC Heerenveen,Niederlande,fifa_2009
18,7073,Fabio Moro,RV,33,Chievo Verona,Italien,fifa_2009
19,7072,Jimmy Conrad,IV,31,Kansas City Wizards,USA,fifa_2009
20,7073,Noel Hunt,ST,25,FC Reading,Republik Irland,fifa_2009
21,7073,Pablo Mastroeni,ZDM,32,Colorado Rapids,USA,fifa_2009
22,7072,Sandro,ZDM,31,VitÃ³ria Futebol Clube,Kap Verde,fifa_2009
23,7075,Jihai Sun,RV,30,Sheffield United,China VR,fifa_2009
24,7072,MorÃ¡n,RM,32,HÃ©rcules,Spanien,fifa_2009
25,7074,Mathieu Berson,ZDM,28,Toulouse F.C.,Frankreich,fifa_2009
26,7072,Tomislav Piplica,TW,39,Energie Cottbus,Bosnien-Herzegowina,fifa_2009
27,7073,Vragel da Silva,IV,34,Energie Cottbus,Brasilien,fifa_2009
28,7084,Francisco Lima,ZDM,37,San Jose Earthquakes\r\n,Brasilien,fifa_2009
29,7074,Bradley Carnell,LM,31,Karlsruher SC,SÃ¼dafrika,fifa_2009
30,7073,Palacios,ZM,33,C.D. Numancia,Spanien,fifa_2009
1,7070,Mateo,IV,33,Deportivo AlavÃ©s,Spanien,fifa_2009
2,7072,Fajardo,RFL,29,VitÃ³ria GuimarÏes,Portugal,fifa_2009
3,7072,RenÃ© Aufhauser,ZM,32,FC Red Bull Salzburg,Ãsterreich,fifa_2009
4,7079,Bodipo,ST,30,R.C. Deportivo,Guinea,fifa_2009
5,7080,Henk Timmer,TW,36,Feyenoord Rotterdam,Niederlande,fifa_2009
6,7076,Dennis Rommedahl,RFL,30,Ajax,DÃ¤nemark,fifa_2009
7,7074,Romano Denneboom,RFL,27,FC Twente,Niederlande,fifa_2009
8,7079,John Aloisi,ST,32,Sydney FC,Australien,fifa_2009
9,7076,Roberto Stellone,ST,31,Turin,Italien,fifa_2009
10,7078,Dianbobo BaldÃ©,IV,32,Celtic,Guinea,fifa_2009
11,7079,Teddy Lucic,IV,35,Elfsborg Boras,Schweden,fifa_2009
12,7074,GrÃ©gory Paisley,IV,31,RC Strasbourg,Frankreich,fifa_2009
13,7074,SÃ©bastien Chabbert,TW,30,Amiens SC,Frankreich,fifa_2009
14,7075,Walter Baseggio,ZM,30,Excelsior Mouscron,Belgien,fifa_2009
15,7071,Fabrice FiorÃ¨se,RFL,33,ES Troyes AC,Frankreich,fifa_2009
16,7079,Benjamin Auer,ST,27,Alemannia Aachen,Deutschland,fifa_2009
17,7075,Tony Heurtebis,TW,33,FC Nantes,Frankreich,fifa_2009
18,7088,Jari Litmanen,ZM,37,Finnland,Finnland,fifa_2009
19,7082,JosÃ© Luis Vidigal,ZM,35,Amadora,Portugal,fifa_2009
20,7070,Carl Hoefkens,RV,29,West Bromwich,Belgien,fifa_2009
21,7078,Damien GrÃ©gorini,TW,29,A.S. Nancy-Lorraine,Frankreich,fifa_2009
22,7073,Simone Del Nero,RA,27,Lazio,Italien,fifa_2009
23,7075,Godfried Aduobe,ZDM,32,Karlsruher SC,Ghana,fifa_2009
24,7077,Darren Dods,IV,33,Dundee United,Schottland,fifa_2009
25,7074,Anders Andersson,ZDM,34,MalmÃ¶ FF,Schweden,fifa_2009
26,7076,Jean-Michel Lesage,ST,31,Le Havre,Frankreich,fifa_2009
27,7072,Bryan Hughes,ZM,32,Hull City,England,fifa_2009
28,7077,Frechaut,RV,30,Sp Braga,Portugal,fifa_2009
