age,id,name,nation,overall,position,potential,team
28,151508,Steven Davis,Nordirland,73,ZM ZOM RM,73,Southampton
31,150655,Gilles Yapi Yapo,Elfenbeinküste,73,ZM ZDM,73,FC Basel
29,150532,Patrick Ochs,Deutschland,73,RM RV LV,73,1899 Hoffenheim
34,150026,Konstantinos Katsouranis,Griechenland,73,ZDM ZM IV,73,PAOK
30,149064,Cristian Molinaro,Italien,73,LV,73,VfB Stuttgart
30,148839,Paul Verhaegh,Niederlande,73,RV LV RM,73,FC Augsburg
29,148253,Renat Yanbaev,Russland,73,LV RV,73,Lokomotiv
27,147921,Ciprian Marica,Rumänien,73,ST RM,75,FC Schalke 04
31,147754,Denis Kolodin,Russland,73,IV,73,Dynamo Moskau
28,147007,Gavilán,Spanien,73,LM ZOM RM LF,76,Getafe CF
30,146963,Javier Pinola,Argentinien,73,LV IV,73,1. FC Nürnberg
34,146458,Roberto,Spanien,73,TW,73,Granada CF
29,146377,Cejudo,Spanien,73,RM ZOM RF LM,73,CA Osasuna
32,144280,Gökhan Zan,Türkei,73,IV,73,Galatasaray SK
29,143764,Bekir İrtegün,Türkei,73,IV RV,73,Freie Spieler
32,143610,Diego Villar,Argentinien,73,RM ZOM,73,Racing Club
32,143601,Mauro Rosales,Argentinien,73,RM,73,Sounders FC
31,143119,Mariano Pavone,Argentinien,73,ST MS,73,Cruz Azul
29,142966,Jesús Dátolo,Argentinien,73,LF RF ZOM,73,Atl. Mineiro
34,142782,Sebastián Saja,Argentinien,73,TW,73,Racing Club
31,142321,Giorgos Fotakis,Griechenland,73,ZOM RM ZM,73,PAOK
28,140498,David Marshall,Schottland,73,TW,74,Cardiff City
34,140256,Darío Verón,Paraguay,73,IV LV RV,73,U.N.A.M.
37,140140,Sinha,Mexiko,73,ZOM RF,73,Toluca
30,140121,Aldo De Nigris,Mexiko,73,ST,73,Monterrey
28,139296,David Nugent,England,73,ST LM,73,Leicester City
32,139169,Walter Erviti,Argentinien,73,LM ZM ZOM,73,Boca Juniors
31,138903,Salvatore Masiello,Italien,73,LV LM ZM,73,Torino
33,138878,Marco Rigoni,Italien,73,ZM,73,Genoa
33,138871,Davide Moscardelli,Italien,73,ST MS,73,Bologna
32,138670,Jean-Pascal Mignot,Frankreich,73,IV,73,Saint-Etienne
33,138507,Toño,Spanien,73,TW,74,Granada CF
30,138497,Amaya,Spanien,73,IV,74,Betis Sevilla
30,138436,Jonathan Walters,Republik Irland,73,MS RM,73,Stoke City
29,138181,Michael Turner,England,73,IV,73,Norwich City
31,138156,Herculez Gomez,USA,73,ST RF LF,73,Santos Laguna
28,137551,Georgios Samaras,Griechenland,73,LM MS ST,73,Celtic
29,137460,Alessandro Rosina,Italien,73,MS ZOM RF LF,73,Siena
30,137380,Mattia Cassani,Italien,73,RM RV,73,Genoa
35,137185,Salvatore Aronica,Italien,73,IV LV LM,73,Palermo
35,136875,Bogdan Lobonţ,Rumänien,73,TW,73,Roma
30,136686,Kim Young Kwang,"Korea, Republik",73,TW,73,Ulsan Hyundai
34,136177,Léo Moura,Brasilien,73,RV RM,73,Flamengo
35,135524,Tinga,Brasilien,73,ZM ZDM,73,Cruzeiro
33,135473,Deivid,Brasilien,73,ST MS,73,Coritiba
31,135149,Marc Planus,Frankreich,73,IV,73,Bordeaux
35,135084,Renato Abreu,Brasilien,73,ZOM LM,73,Santos
31,135078,Fabrício,Brasilien,73,ZDM ZM,73,Sao Paulo
29,135069,Martin Lanig,Deutschland,73,ZDM ZM RM IV,76,Eint. Frankfurt
28,135032,Niki Zimling,Dänemark,73,ZM ZOM ZDM,76,1. FSV Mainz 05
28,134820,Scott Brown,Schottland,73,ZM RM ZOM,74,Celtic
29,134777,Grégory Bourillon,Frankreich,73,IV ZDM,74,FC Lorient
37,134635,Marcos Assunção,Brasilien,73,ZM,73,Santos
30,130687,Leon Andreasen,Dänemark,73,ZDM ZM IV,73,Hannover 96
31,125586,Stephan Andersen,Dänemark,73,TW,73,Evian Thonon FC
34,125071,Filip Daems,Belgien,73,LV IV,73,Bor. M'gladbach
29,123116,Sanharib Malki,Syrien,73,ST,73,Roda JC
32,116762,Sébastien Roudet,Frankreich,73,LM ZOM,73,FC Sochaux
36,116334,Bertrand Laquait,Frankreich,73,TW,73,Evian Thonon FC
32,114764,Iraizoz,Spanien,73,TW,74,Athletic Bilbao
33,114126,Christian Wetklo,Deutschland,73,TW,73,1. FSV Mainz 05
31,111195,Andreas Wolf,Deutschland,73,IV RV,73,AS Monaco
31,110774,Rubén,Spanien,73,IV,73,CA Osasuna
33,110283,Duda,Portugal,73,LM ZOM ZDM RM,73,Málaga CF
33,109852,Gareth McAuley,Nordirland,73,IV,73,West Brom
25,106874,Davide Brivio,Italien,73,LV LM,78,Atalanta
32,106795,Gianluca Pegolo,Italien,73,TW,73,Siena
33,106560,Grégory Pujol,Frankreich,73,ST,73,Valenciennes FC
30,105327,Richarlyson,Brasilien,73,LV ZDM,73,Atl. Mineiro
34,102088,Stefano Morrone,Italien,73,ZDM ZM,73,Parma
31,101473,Tomasz Kuszczak,Polen,73,TW,73,Brighton
31,53967,Alexander Madlung,Deutschland,73,IV ZDM,73,VfL Wolfsburg
33,53804,Marlon King,Jamaika,73,ST,73,Birmingham City
29,53630,Jelle Van Damme,Belgien,73,LV LM IV,73,Standard Liège
35,53525,Paulo Lopes,Portugal,73,TW,73,SL Benfica
32,53030,Alou Diarra,Frankreich,73,ZDM,73,Stade Rennais
33,53004,Mohamadou Idrissou,Kamerun,73,ST MS LF LM,73,1. FC K'lautern
31,52829,Angelo Palombo,Italien,73,IV ZDM ZM,73,Sampdoria
33,51813,Mark Bresciano,Australien,73,ZOM ZM LM RM,73,Freie Spieler
36,51646,Romain Pitau,Frankreich,73,ZDM ZM,73,Montpellier HSC
31,51264,Thomas Hitzlsperger,Deutschland,73,ZM LM ZDM,73,Everton
33,51105,Sébastien Squillaci,Frankreich,73,IV,73,Arsenal
34,51003,Steven Cherundolo,USA,73,RV,73,Hannover 96
31,50816,Luke Wilkshire,Australien,73,RV RM,73,Dynamo Moskau
34,50713,Matthew Upson,England,73,IV LV,73,Brighton
33,50641,Jonathan Woodgate,England,73,IV,73,Middlesbrough
32,50620,Tony Hibbert,England,73,RV,73,Everton
29,50588,Carlton Cole,England,73,ST,73,West Ham
28,49966,Philippe Senderos,Schweiz,73,IV,73,Fulham
34,49212,Julián Speroni,Argentinien,73,TW,73,Crystal Palace
30,49170,Thomas Kahlenberg,Dänemark,73,LM ZOM ZM ZDM,73,VfL Wolfsburg
29,46727,Eddie Johnson,USA,73,ST,73,Sounders FC
29,45874,Alexander Farnerud,Schweden,73,ZOM ZM,73,BSC Young Boys
32,45754,Roberto Guana,Italien,73,ZDM ZM,73,Chievo Verona
36,45461,Mauro Camoranesi,Italien,73,RM RF ZM LM,73,Racing Club
34,45202,Martin Jiránek,Tschechische Repub.,73,IV ZDM RV,73,Terek Grosny
31,45098,Gary Caldwell,Schottland,73,IV,73,Wigan Athletic
32,41725,Matthieu Delpierre,Frankreich,73,IV,73,1899 Hoffenheim
34,29183,Gerhard Tremmel,Deutschland,73,TW,73,Swansea City
35,25924,Capdevila,Spanien,73,LV,73,RCD Espanyol
31,24932,Per Nilsson,Schweden,73,IV RV,73,1. FC Nürnberg
29,23466,Ryan Taylor,England,73,RV RM LV,73,Newcastle Utd
34,23409,Kléberson,Brasilien,73,L ZM ZOM,73,Philadelphia
34,20933,Olivier Sorlin,Frankreich,73,ZDM,73,Evian Thonon FC
35,17912,Dudu Aouate,Israel,73,TW,73,RCD Mallorca
33,17725,Aaron Hughes,Nordirland,73,IV RV,73,Fulham
33,13914,Paul Robinson,England,73,TW,73,Blackburn Rvrs
34,13042,Orbaiz,Spanien,73,ZDM,73,Rubin Kasan
33,10863,Enzo Maresca,Italien,73,ZM ZDM ZOM,73,Sampdoria
33,10133,Ivan Klasnić,Kroatien,73,ST MS,73,1. FSV Mainz 05
38,7939,Jussi Jääskeläinen,Finnland,73,TW,73,West Ham
38,7584,Luca Castellazzi,Italien,73,TW,73,Inter
34,6971,Bo Svensson,Dänemark,73,IV,73,1. FSV Mainz 05
35,5355,Roy Carroll,Nordirland,73,TW,73,Olympiakos CFP
35,1046,Jérôme Rothen,Frankreich,73,ZM ZOM,73,SC Bastia
30,657,David Vaughan,Wales,73,ZM ZDM,73,Sunderland
24,215750,William Gabriel Mendieta,Paraguay,72,ZOM RM,75,Palmeiras
27,213113,Matías Cabrera,Uruguay,72,ZOM RM LM,77,Cagliari
20,212764,Rafinha,Brasilien,72,LF ST,84,Flamengo
19,212218,Aymeric Laporte,Frankreich,72,IV,82,Athletic Bilbao
22,211293,Ante Vukusic,Kroatien,72,ST MS,78,Pescara
25,211249,Ribair Rodriguez,Uruguay,72,ZDM ZM,73,Boca Juniors
23,211124,Paolo Hurtado,Peru,72,LF RF,79,Paços Ferreira
19,211110,Paulo Dybala,Argentinien,72,ST MS RF,84,Palermo
23,211061,Alexandru Maxim,Rumänien,72,ZOM RF LF,78,VfB Stuttgart
19,210296,Angelo Henríquez,Chile,72,ST,82,Wigan Athletic
19,209892,Bryan Rabello,Chile,72,ZOM RM LM MS,77,Sevilla FC
25,209669,Dimitris Siovas,Griechenland,72,IV ZDM,78,Olympiakos CFP
26,209450,Elias,Brasilien,72,ST MS,72,Botafogo
22,209440,Romarinho,Brasilien,72,ZOM ST,82,Corinthians
22,209432,Luan,Brasilien,72,ZOM ST,78,Atl. Mineiro
22,209236,Guilherme,Brasilien,72,ZDM,81,Corinthians
25,209128,Norberto Norsales,Venezuela,72,RV LV RF,77,Freie Spieler
36,209092,Augusto Billard,Paraguay,72,TW,72,Freie Spieler
29,209091,Celio Barrertos,Paraguay,72,TW,72,Freie Spieler
20,208418,Yannick Ferreira Carrasco,Belgien,72,LM ZOM,76,AS Monaco
25,208012,Sifiso Myeni,Südafrika,72,LF RF ZOM MS,76,Orlando Pirates
19,208008,Vitinho,Brasilien,72,ZOM ST,81,Botafogo
19,207862,Matthias Ginter,Deutschland,72,IV ZDM ZM ZOM,81,SC Freiburg
26,207739,Mike Havenaar,Japan,72,ST,74,Vitesse
19,207441,Luciano Vietto,Argentinien,72,ZOM ZM ST,78,Racing Club
26,207420,Renato Santos,Brasilien,72,IV,77,Flamengo
23,206254,Miroslav Stevanović,Bosnien-Herzegowina,72,RF RM LF LM,81,Sevilla FC
24,206171,Junior Urso,Brasilien,72,ZDM,78,Coritiba
24,206154,Héctor Canteros,Argentinien,72,ZM ZOM RM,79,Villarreal CF
19,205878,Stefanos Kapino,Griechenland,72,TW,83,Panathinaikos
20,205855,Marko Livaja,Kroatien,72,ST MS,80,Atalanta
21,205545,Flávio Ferreira,Portugal,72,IV,81,Académica
21,205498,Jorginho,Brasilien,72,ZM ZDM ZOM,81,H. Verona
25,205295,El Arbi Soudani,Algerien,72,ST,76,Vit. Guimarães
22,204838,Raúl Jiménez,Mexiko,72,ST,79,América
22,204738,Renato Ibarra,Ecuador,72,RM RF,77,Vitesse
24,204690,Philipp Hosiner,Österreich,72,ST MS RF,76,FK Austria
24,204672,Javi Hervás,Spanien,72,ZM ZDM ZOM,78,Sevilla FC
20,204523,Rubén Pardo,Spanien,72,ZM ZOM,81,Real Sociedad
30,204407,Narciso Mina,Ecuador,72,ST,72,América
19,204247,Kerim Frei,Türkei,72,LF LM ZOM,81,Fulham
23,204211,Paul Papp,Rumänien,72,IV RV,80,Chievo Verona
26,203872,Gabriel Hauche,Argentinien,72,ST RF LF MS,76,Chievo Verona
20,203486,Thorgan Hazard,Belgien,72,LM,82,Zulte-Waregem
26,203296,Bruno Cortez,Brasilien,72,LV,79,Sao Paulo
23,203119,Gabriel,Brasilien,72,ZOM,80,Flamengo
23,202857,Karim Bellarabi,Deutschland,72,RM RF MS,78,Bayer 04
21,202849,Jannick Vestergaard,Dänemark,72,IV,78,1899 Hoffenheim
23,202746,Thulani Serero,Südafrika,72,ZOM ZM,76,Ajax
22,202685,Simone Zaza,Italien,72,ST,83,Ascoli
24,202061,Jasmin Kurtić,Slowenien,72,ZM ZDM,76,Palermo
20,201995,Felipe Anderson,Brasilien,72,ZOM,84,Santos
27,201968,Christian Suárez,Ecuador,72,RM ZOM RF LF,74,Pachuca
26,201966,Alexander Tøft Søderlund,Norwegen,72,ST,75,Rosenborg BK
21,201890,Negueba,Brasilien,72,L RF MS ZOM,78,Sao Paulo
23,201860,Ermin Bicakcic,Deutschland,72,IV RV,77,Braunschweig
21,201858,Nicola Sansone,Italien,72,LF RF MS,80,Parma
25,201537,Raúl Rodríguez,Spanien,72,IV ZDM,77,RCD Espanyol
21,201529,Marco Capuano,Italien,72,IV LV,76,Pescara
22,201454,Faouzi Ghoulam,Algerien,72,LV LM,80,Saint-Etienne
21,201342,Frederik Sørensen,Dänemark,72,IV RV,82,Bologna
23,201326,Gabriel Torje,Rumänien,72,RM RF,81,Granada CF
20,201122,Tomáš Kalas,Tschechische Repub.,72,RV,81,Vitesse
25,201103,Diego,Brasilien,72,LM,74,Stade Reims
23,201016,Oliver Sorg,Deutschland,72,LV RV,77,SC Freiburg
22,200630,James Forrest,Schottland,72,RM ST LM,80,Celtic
24,199692,Hiram Mier,Mexiko,72,IV RV,80,Monterrey
21,199666,Ezequiel Cirigliano,Argentinien,72,ZDM ZM ZOM,84,River Plate
19,199652,Dennis Praet,Belgien,72,ZOM,86,RSC Anderlecht
21,199576,Oriol Romeu,Spanien,72,ZDM ZM,81,Chelsea
21,199550,Bruno Martins Indi,Niederlande,72,LV IV,80,Feyenoord
24,199487,Gálvez,Spanien,72,IV ZDM,76,Rayo Vallecano
29,199474,Kanu,Brasilien,72,IV,75,Standard Liège
25,199060,Georgios Tzavellas,Griechenland,72,LV,78,AS Monaco
23,198836,Vincent Pajot,Frankreich,72,ZDM,78,Stade Rennais
20,198831,Vinícius,Brasilien,72,LF MS ST,79,Palmeiras
21,198760,Saphir Taïder,Algerien,72,ZM ZDM ZOM,83,Bologna
20,198706,Luis Alberto,Spanien,72,MS ZM LF,81,FC Barcelona B
24,198687,Saliou Ciss,Senegal,72,IV LV,76,Tromsø IL
23,198584,Serigne Kara,Senegal,72,IV ZDM,80,KRC Genk
22,198394,Alexander Kacaniklic,Schweden,72,LM LF,81,Fulham
21,198331,Matěj Vydra,Tschechische Repub.,72,ST RF LF,83,Watford
23,198200,Benjamin Stambouli,Frankreich,72,ZDM IV,79,Montpellier HSC
24,198194,Daniel Williams,USA,72,ZDM RV LV IV,76,1899 Hoffenheim
20,198175,Luc Castaignos,Niederlande,72,ST LF,80,FC Twente
25,198017,Michael Pereira,Frankreich,72,LM RM,77,RCD Mallorca
22,197925,Alen Stevanovic,Serbien,72,RM LM RF LF,79,Torino
24,197391,Lars Vilsvik,Norwegen,72,RV LV,77,Strømsgodset IF
22,197081,Adrien Regattin,Marokko,72,RM LM,77,Toulouse FC
25,196942,Iñigo Pérez,Spanien,72,ZM LM ZOM LV,75,Athletic Bilbao
24,196899,Héldon,Kap Verde,72,RF LF,75,C. Funchal
22,196819,Emmanuel Mayuka,Sambia,72,ST LF RF,82,Southampton
33,196073,Esteban Paredes,Chile,72,ST MS,72,Atlante
31,196072,Rodrigo Millar,Chile,72,ZM,72,Atlas
24,195671,Charlie Austin,England,72,ST,77,Burnley
25,195395,Ivan Ivanov,Bulgarien,72,IV,76,Freie Spieler
21,195272,Marco Faraoni,Italien,72,RM RV,82,Udinese
28,195088,Miloš Ninković,Serbien,72,LM ZM,75,Evian Thonon FC
22,194845,Wahbi Khazri,Tunesien,72,LF,80,SC Bastia
23,194753,Luca Marrone,Italien,72,ZDM ZM IV,84,Juventus
23,194198,Joris Delle,Frankreich,72,TW,80,OGC Nice
24,194190,May Mahlangu,Südafrika,72,ZM,77,Helsingborg IF
26,194135,Leonardo,Brasilien,72,ZOM RF LF,77,Jeonbuk FC
23,194089,Christoph Moritz,Deutschland,72,ZDM RM RV,76,FC Schalke 04
22,194017,Andreas Weimann,Österreich,72,ST RM,78,Aston Villa
23,193949,Magaye Gueye,Senegal,72,LM MS RM,82,Stade Brest
21,193768,Adam Matthews,Wales,72,RV RM LV,83,Celtic
22,193749,Peniel Mlapa,Deutschland,72,ST RF LF,77,Bor. M'gladbach
23,193735,Juan Dominguez,Spanien,72,ZM ZOM ZDM,79,RC Deportivo
23,193474,Idrissa Gana Gueye,Senegal,72,ZDM,76,LOSC Lille
23,193442,Lerin Duarte,Niederlande,72,LM ZM,78,Heracles Almelo
24,193440,Nick Viergever,Niederlande,72,IV,77,AZ
24,193311,Philipp Bargfrede,Deutschland,72,ZDM ZM RM ZOM,78,Werder Bremen
28,193293,Jorge Marcelo Rodríguez,Uruguay,72,LM ZOM ZM,74,Chiapas
25,193245,Vladimir Dyadyun,Russland,72,ST,77,Rubin Kasan
22,193211,Aleksandar Ignjovski,Serbien,72,ZDM LV RV LM,78,Werder Bremen
29,192823,Archimede Morleo,Italien,72,LV LM,72,Bologna
29,192754,Mensur Mujdža,Bosnien-Herzegowina,72,RV LV,72,SC Freiburg
26,192707,Jordi Figueras,Spanien,72,IV LV,76,Rayo Vallecano
27,192671,Mário Rondon,Venezuela,72,RF ST,77,CD Nacional
25,192667,Allan-Roméo Nyom,Kamerun,72,RV,76,Granada CF
23,192636,David Simão,Portugal,72,ZM ZOM,79,C. Funchal
24,192471,Adam Matuschyk,Polen,72,ZDM ZM,76,1. FC Köln
25,192297,Giedrius Arlauskis,Litauen,72,TW,75,Rubin Kasan
24,192129,Kristoffer Nordfeldt,Schweden,72,TW,78,sc Heerenveen
24,192091,Welinton,Brasilien,72,IV,75,Flamengo
22,192072,Adrian Stoian,Rumänien,72,ZOM ZM RF,81,Chievo Verona
20,191783,Valon Berisha,Norwegen,72,ZOM ZM MS LF,80,RB Salzburg
25,191648,Maya Yoshida,Japan,72,IV LV RV,75,Southampton
23,191625,Kléber,Brasilien,72,ST,80,Palmeiras
29,191099,Makhtar Thioune,Senegal,72,ZOM ZM,72,Viking FK
27,191059,Javi Márquez,Spanien,72,ZM LM ZDM ZOM,78,RCD Mallorca
23,191034,Cyriac,Elfenbeinküste,72,ST,80,RSC Anderlecht
26,191005,Ahmed Elmohamady,Ägypten,72,RM RV RAV,77,Hull City
26,190870,John Boye,Ghana,72,IV,74,Stade Rennais
26,190854,Peter Pekarik,Slowakei,72,RV RM,77,Hertha BSC
25,190799,Celso Borges,Costa Rica,72,ZM MS,76,AIK Fotboll
26,190772,Matt Besler,USA,72,IV,76,Sporting KC
32,190643,Leandro Euzébio,Brasilien,72,IV,72,Fluminense
23,190604,Rodney Strasser,Sierra Leone,72,ZDM ZM,79,Parma
24,190560,Omar Gonzalez,USA,72,IV,77,L.A. Galaxy
23,190501,Nenad Krstičić,Serbien,72,ZM ZOM ZDM RM,78,Sampdoria
23,190362,Teemu Pukki,Finnland,72,ST MS LM,79,FC Schalke 04
24,190143,José Ángel,Spanien,72,LV,78,Real Sociedad
24,189849,Moestafa El Kabir,Niederlande,72,ST,76,BK Häcken
26,189508,Victor Vazquez,Spanien,72,ZOM ZM,73,Club Brugge
26,189490,Mirko Boland,Deutschland,72,LM RM ZOM ZM,74,Braunschweig
24,189437,Cristian Pasquato,Italien,72,MS LF RF,79,Bologna
23,189338,Jonathan Urretaviscaya,Uruguay,72,RM LM,79,SL Benfica
23,189324,Alex McCarthy,England,72,TW,77,Reading
22,189303,Nélson Oliveira,Portugal,72,ST MS,84,RC Deportivo
26,189227,Dani Benítez,Spanien,72,LM LF,77,Granada CF
24,189169,Jonathas,Brasilien,72,ST,76,Torino
24,189157,Yannick Bolasie,"Kongo, DR",72,LF RF,78,Crystal Palace
27,188669,Xumetra,Spanien,72,RM LM,75,Elche CF
31,188264,Leandro Donizete,Brasilien,72,ZDM ZM,72,Atl. Mineiro
26,188234,Felipe,Brasilien,72,IV LV,76,Hannover 96
23,188145,Abdelhamid El Kaoutari,Marokko,72,IV LV,77,Montpellier HSC
25,188135,Juanfran,Spanien,72,RM MS RV,77,RM Castilla
25,188086,Jefferson,Brasilien,72,LV,77,Estoril
29,188075,Sandro Silva,Brasilien,72,ZDM ZM RM,75,Vasco da Gama
21,187858,Paul-José Mpoku,Belgien,72,LM RM MS,78,Standard Liège
28,187804,Bruno Rodrigo,Brasilien,72,IV,73,Cruzeiro
24,187666,Sergey Pesyakov,Russland,72,TW,80,Spartak Moskau
24,187533,Alexey Ionov,Russland,72,LM RM,79,Kuban Krasnodar
24,187498,Jakob Jantscher,Österreich,72,LM LF RM MS,75,Dynamo Moskau
23,187042,Anders Konradsen,Norwegen,72,ZM LM RM ZDM,77,Stade Rennais
28,186902,Gordon Schildenfeld,Kroatien,72,IV,74,PAOK
30,186825,Marinho,Portugal,72,RF LF,72,Académica
28,186672,Geoff Cameron,USA,72,RV ZDM IV,73,Stoke City
29,186650,Matías Alustiza,Argentinien,72,ST MS,72,Puebla
26,186600,Wesley,Brasilien,72,ZM ZOM LM RM,78,Palmeiras
25,186564,Anele Ngcongca,Südafrika,72,RV IV ZDM,75,KRC Genk
28,186408,Sebastián Fernández,Uruguay,72,ZOM ST RM ZOM,76,Málaga CF
24,186405,Franco di Santo,Argentinien,72,ST LF,77,Wigan Athletic
23,186274,Konstantin Rausch,Deutschland,72,LV LM,78,Hannover 96
23,186190,Patrick van Aanholt,Niederlande,72,LV,77,Vitesse
24,185195,Odion Ighalo,Nigeria,72,ST ZOM,76,Granada CF
26,185135,Lora,Spanien,72,RV RM ZM LV,77,Sporting Gijón
27,185073,Kike Sola,Spanien,72,ST MS,76,CA Osasuna
23,185068,Johnny Russell,Schottland,72,ST MS LF RF,80,Dundee United
25,184855,Vilson,Brasilien,72,IV ZDM,77,Palmeiras
24,184763,Yohann Thuram,Frankreich,72,TW,76,ES Troyes
25,184585,Ádám Bogdán,Ungarn,72,TW,77,Bolton
24,184490,Jack Collison,Wales,72,RM ZM ZDM,78,West Ham
26,184339,Luigi Giorgi,Italien,72,RM,75,Atalanta
24,184082,Lamine Koné,Elfenbeinküste,72,IV RV,75,FC Lorient
24,183916,Jérémy Pied,Frankreich,72,RM,80,OGC Nice
26,183892,Gabriel Mercado,Argentinien,72,RV IV,75,River Plate
28,183712,Sascha Mölders,Deutschland,72,ST,72,FC Augsburg
24,183567,Erwin Mulder,Niederlande,72,TW,77,Feyenoord
23,183519,Nacer Barazite,Niederlande,72,ZOM ST,77,FK Austria
25,183422,Jonathan Howson,England,72,ZM ZOM,76,Norwich City
25,183376,Ljubomir Fejsa,Serbien,72,ZM ZDM,78,Olympiakos CFP
26,183288,Yohan Benalouane,Frankreich,72,IV LV RV,78,Parma
23,183220,Jan Morávek,Tschechische Repub.,72,ZOM ZM RM,76,FC Augsburg
23,183130,Marc Albrighton,England,72,RM,78,Aston Villa
27,183070,Wolfgang Hesl,Deutschland,72,TW,73,Greuther Fürth
25,182945,Max-Alain Gradel,Elfenbeinküste,72,LM RM RF LF,77,Saint-Etienne
26,182941,Pablo César Aguilar,Paraguay,72,IV,72,Tijuana
24,182896,Roberto Rosales,Venezuela,72,RV LV,75,FC Twente
24,182878,Jonathan Reis,Brasilien,72,ST MS,75,Vitesse
26,182087,Denis,Brasilien,72,TW,79,Sao Paulo
24,182002,Sidnei,Brasilien,72,IV,79,SL Benfica
24,181557,Karim Aït-Fana,Marokko,72,LF RF,78,Montpellier HSC
29,181483,Mile Jedinák,Australien,72,ZDM ZM,72,Crystal Palace
27,181445,Rasmus Bengtsson,Schweden,72,IV,74,FC Twente
25,181262,Marek Suchý,Tschechische Repub.,72,IV ZDM RV,78,Spartak Moskau
24,181205,Adam Hloušek,Tschechische Repub.,72,LM LF ST LV,79,1. FC Nürnberg
29,181120,Chong Tese,"Korea, D. V. R.",72,ST,72,Suwon Bluewings
26,180334,Marcelo,Brasilien,72,IV,75,PSV
24,180216,Séamus Coleman,Republik Irland,72,RV RM,79,Everton
29,179751,Joaquín Larrivey,Argentinien,72,ST,72,Atlante
35,179684,Juan Guillermo Castillo,Uruguay,72,TW,72,Freie Spieler
27,178684,Nuno André Coelho,Portugal,72,IV,75,SC Braga
24,178584,Alex Pearce,Republik Irland,72,IV,79,Reading
32,178571,Bracalli,Brasilien,72,TW,72,S.C. Olhanense
25,178567,Erik Pieters,Niederlande,72,LV,75,PSV
26,178490,Robert Acquafresca,Italien,72,ST,77,Levante UD
29,178430,Nicolas Frey,Frankreich,72,RV RAV,72,Chievo Verona
27,178417,Charlie Mulgrew,Schottland,72,IV LV,76,Celtic
25,178415,Ruud Vormer,Niederlande,72,ZM ZDM,75,Feyenoord
25,178297,Canella,Spanien,72,LV,75,Sporting Gijón
26,178043,Francesco Della Rocca,Italien,72,ZM LM ZOM RM,78,Siena
27,178042,Andrea Costa,Italien,72,IV LV LAV,75,Sampdoria
27,177733,Pär Hansson,Schweden,72,TW,77,Helsingborg IF
27,177533,Manuel da Costa,Portugal,72,IV ZDM,77,CD Nacional
25,177464,Pierre de Wit,Deutschland,72,ZM RM LM,75,1. FC K'lautern
28,177129,Adam Bodzek,Deutschland,72,ZDM IV,74,F. Düsseldorf
30,176969,Diguinho,Brasilien,72,ZDM ZM,72,Fluminense
26,176942,Mikael Lustig,Schweden,72,RV IV,74,Celtic
27,176911,Sebastian Pinto,Chile,72,ST,75,Freie Spieler
30,176895,Miguel Pinto,Chile,72,TW,73,Atlas
34,176757,Moisés Moura,Brasilien,72,IV,72,Portuguesa
26,176636,Kamil Vacek,Tschechische Repub.,72,ZM ZOM RM ZDM,76,Chievo Verona
25,176627,Änis Ben-Hatira,Tunesien,72,LM RM ZOM MS,76,Hertha BSC
28,176403,Lee Keun Ho,"Korea, Republik",72,LF LM ZOM ST,77,Freie Spieler
25,176031,Pereirinha,Portugal,72,RV RM RF,76,Lazio
26,175847,Baiano,Brasilien,72,RV,76,SC Braga
31,175088,Victor Bernárdez,Honduras,72,IV,72,SJ Earthquakes
28,174804,Drissa Diakite,Mali,72,RV ZDM ZM,75,Olympiakos CFP
25,173703,Rhys Williams,Australien,72,ZDM IV RV,78,Middlesbrough
23,173608,Joselu,Spanien,72,ST LM,79,1899 Hoffenheim
27,173521,Marcano,Spanien,72,IV LV,77,Rubin Kasan
26,173414,Jesús Rueda,Spanien,72,IV ZDM ZM,74,Real Valladolid
33,173401,Andris Vanins,Lettland,72,TW,73,FC Sion
27,173212,Paolo De Ceglie,Italien,72,LM LV,73,Juventus
23,173038,Mahamadou N'Diaye,Mali,72,IV,76,Vit. Guimarães
25,173030,Óscar Trejo,Argentinien,72,RM MS,74,Sporting Gijón
25,173023,Alberto Frison,Italien,72,TW,80,Catania
26,172953,Adrian Mariappa,Jamaika,72,IV,76,Reading
28,172886,Stylianos Malezas,Griechenland,72,IV,73,F. Düsseldorf
26,172855,Derk Boerrigter,Niederlande,72,RF LF,74,Ajax
26,172844,Victor Obinna,Nigeria,72,RM LM ZOM,77,Lokomotiv
25,172620,Matías Cahais,Argentinien,72,IV,79,Racing Club
28,172425,Souleymane Bamba,Elfenbeinküste,72,IV,75,Freie Spieler
28,172423,Ahmed Kantari,Marokko,72,IV,75,Stade Brest
28,172018,Jonatan Maidana,Argentinien,72,IV RV,75,River Plate
30,171899,Boubacar Sanogo,Elfenbeinküste,72,ST,72,Energie Cottbus
25,171831,Michael Mancienne,England,72,IV ZDM,76,Hamburger SV
29,171791,José Fonte,Portugal,72,IV,72,Southampton
27,171378,Paul Aguilar,Mexiko,72,RAV RV,75,América
27,171097,Marco Motta,Italien,72,RV RM,76,Bologna
28,171067,Rafa,Spanien,72,IV,75,Getafe CF
26,171044,Carlinhos,Brasilien,72,LV,75,Fluminense
28,170919,Jordi Gómez,Spanien,72,ZOM ZM,76,Wigan Athletic
