id,overall,name,position,age,team,nation,edition
1,7779,Carlos Edwards,RFL,28,Sunderland,Trinidad und Tobago,fifa_2008
2,7778,Igor Budan,ST,27,Parma,Kroatien,fifa_2008
3,7780,Timmy Simons,ZDM,30,PSV Eindhoven,Belgien,fifa_2008
4,7778,Teemu Tainio,ZM,27,Tottenham Hotspur,Finnland,fifa_2008
5,7780,Kieron Dyer,ZOM,28,West Ham United,England,fifa_2008
6,7779,Federico Cossato,ST,35,Chievo Verona,Italien,fifa_2008
7,7778,Emiliano Salvetti,ZDM,33,Cesena,Italien,fifa_2008
8,7778,Bastian Reinhardt,IV,31,Hamburg SV,Deutschland,fifa_2008
9,7777,Traianos Dellas,IV,31,AEK Athen,Griechenland,fifa_2008
10,7781,Enzo Maresca,ZM,27,Sevilla F.C.,Italien,fifa_2008
11,7785,Ivan Klasnic,ST,27,SV Werder Bremen,Kroatien,fifa_2008
12,7781,Manuel Pablo,RAV,31,R.C. Deportivo La Coruna,Spanien,fifa_2008
13,7784,Belenguer,IV,34,Getafe C.F.,Spanien,fifa_2008
14,7781,Cruchaga,IV,33,Osasuna,Spanien,fifa_2008
15,7778,Craig Dargo,ST,29,St Mirren,Schottland,fifa_2008
16,7778,Roberto Stellone,ST,30,Torino,Italien,fifa_2008
17,7784,VladimÃ­r Å micer,LM,34,Slavia Praha,Tschechische Repub.,fifa_2008
18,7781,Emile Mpenza,ST,29,Manchester City,Belgien,fifa_2008
19,7782,JosÃ© Luis Vidigal,ZM,34,Livorno,Portugal,fifa_2008
20,7787,Sebastian Kehl,ZDM,27,Borussia Dortmund,Deutschland,fifa_2008
21,7779,Paulo Wanchope,ST,31,Chicago Fire,Costa Rica,fifa_2008
22,7779,Fabio Galante,IV,33,Livorno,Italien,fifa_2008
23,7778,Lorenzo D'Anna,IV,35,Chievo Verona,Italien,fifa_2008
24,7787,Roger,ZOM,29,Fla. Rio,Brasilien,fifa_2008
25,7783,Robert Kovac,IV,33,Borussia Dortmund,Kroatien,fifa_2008
26,7779,Damiano Zenoni,RM,30,Parma,Italien,fifa_2008
27,7777,Ricardo,TW,31,Real Betis,Portugal,fifa_2008
28,7782,LuÃ­s Boa Morte,LFL,30,West Ham United,Portugal,fifa_2008
29,7782,Brett Emerton,RM,28,Blackburn Rovers,Australien,fifa_2008
30,7782,Maarten Stekelenburg,TW,24,Ajax,Niederlande,fifa_2008
1,7781,Antti Niemi,TW,35,Fulham,Finnland,fifa_2008
2,7780,Laurent Robert,LFL,32,Levante U.D.,Frankreich,fifa_2008
3,7780,David Jemmali,RAV,32,FC Girondins Bordeaux,Tunesien,fifa_2008
4,7784,Erik Nevland,ST,29,FC Groningen,Norwegen,fifa_2008
5,7782,Yann Lachuer,RM,35,ChÃ¢teauroux,Frankreich,fifa_2008
6,7786,Roberto Carlos,LV,34,FenerbahÃ§e SK,Brasilien,fifa_2008
7,7785,Rui Costa,ZOM,35,Sport Lisboa Benfica,Portugal,fifa_2008
8,7780,Nicola Ventola,ST,29,Torino,Italien,fifa_2008
9,7781,Stelios Giannakopoulos,RM,33,Bolton Wanderers,Griechenland,fifa_2008
10,7779,Luigi Sala,IV,33,Sampdoria,Italien,fifa_2008
11,7781,Felipe,IV,23,Udinese,Brasilien,fifa_2008
12,7784,Christian WÃ¶rns,IV,35,Borussia Dortmund,Deutschland,fifa_2008
13,7779,Thomas Zdebel,ZDM,34,VfL Bochum,Polen,fifa_2008
14,7782,Dean Ashton,ST,23,West Ham United,England,fifa_2008
15,7784,Tony Mario Sylva,TW,32,Lille OSC,Senegal,fifa_2008
16,7778,Bernardo Corradi,ST,31,Manchester City,Italien,fifa_2008
17,7776,Giampiero Pinzi,ZM,26,Udinese,Italien,fifa_2008
18,7675,NÃ©stor Ayala,ST,24,Paraguay,Paraguay,fifa_2008
19,7679,Nico Noordholt,RAV,31,Holland,Niederlande,fifa_2008
20,7681,Modibo DiakitÃ¨,IV,20,Lazio,Frankreich,fifa_2008
21,7692,Bojan,ST,16,F.C. Barcelona,Spanien,fifa_2008
22,7686,Gareth Bale,LV,18,Tottenham Hotspur,Wales,fifa_2008
23,7684,Marcos,LM,20,R.C. Recreativo,Spanien,fifa_2008
24,7678,Gyan Asamoah,RA,21,Udinese,Ghana,fifa_2008
25,7676,Henok Goitom,ST,22,Real Murcia,Schweden,fifa_2008
26,7681,Miroslav Radovic,RM,23,Legia Warszawa,Serbien,fifa_2008
27,7687,Gonzalo Castro,RV,20,Bayer Leverkusen,Deutschland,fifa_2008
28,7687,Patrick Helmes,ST,23,FC Cologne,Deutschland,fifa_2008
29,7680,Charles N'Zogbia,LM,21,Newcastle United,Frankreich,fifa_2008
30,7678,Aleksandar Vasoski,IV,27,Eintracht Frankfurt,Mazedonien,fifa_2008
1,7684,Gabriel Agbonlahor,ST,21,Aston Villa,England,fifa_2008
2,7690,Thiago Silva,IV,22,Flu. Rio,Brasilien,fifa_2008
3,7685,Curtis Davies,IV,22,West Bromwich,England,fifa_2008
4,7685,Daniel CongrÃ©,IV,22,Toulouse F.C.,Frankreich,fifa_2008
5,7682,Leighton Baines,LV,22,Everton,England,fifa_2008
6,7684,Bakary Sagna,RV,24,Arsenal FC,Frankreich,fifa_2008
7,7678,Andrea Coda,IV,22,Udinese,Italien,fifa_2008
8,7679,Tonel,IV,27,Sporting CP Lisbon,Portugal,fifa_2008
9,7682,Jorge Wagner,LFL,28,SÃ£o Paulo,Brasilien,fifa_2008
10,7683,Moussa Dembele,MS,20,AZ Alkmaar,Belgien,fifa_2008
11,7683,Luciano Gabriel Figueroa,ST,26,Genoa,Argentinien,fifa_2008
12,7681,Carlos AndrÃ©s Diogo,RAV,24,Real Zaragoza,Uruguay,fifa_2008
13,7691,Hatem Ben Arfa,MS,20,Olympique Lyonnais,Frankreich,fifa_2008
14,7678,HernÃ¡n Rodrigo LÃ³pez,ST,29,AmÃ©rica,Uruguay,fifa_2008
15,7687,Bafetimbi Gomis,ST,22,A.S. Saint-Etienne,Frankreich,fifa_2008
16,7680,Steven Taylor,IV,21,Newcastle United,England,fifa_2008
17,7686,Aaron Hunt,MS,20,SV Werder Bremen,Deutschland,fifa_2008
18,7677,Nicola Ascoli,LV,27,Empoli,Italien,fifa_2008
19,7678,Mohamed TchitÃ©,ST,23,RSC Anderlecht,Belgien,fifa_2008
20,7678,Ballesteros,IV,31,R.C.D. Mallorca,Spanien,fifa_2008
21,7678,Fabiano,RFL,29,Necaxa,Brasilien,fifa_2008
22,7682,Richard NÃºÃ±ez,LA,31,Cruz Azul,Uruguay,fifa_2008
23,7679,Miguel Calero,TW,36,Pachuca,Kolumbien,fifa_2008
24,7678,Christophe Berra,IV,22,Heart Of Midlothian,Schottland,fifa_2008
25,7681,Julien Faubert,RM,24,West Ham United,Frankreich,fifa_2008
26,7675,Kodjo Afanou,IV,29,Gaziantepspor,Frankreich,fifa_2008
27,7684,Romaric,ZOM,24,Le Mans U.C. 72,ElfenbeinkÃ¼ste,fifa_2008
28,7680,Salvador CabaÃ±as,ST,27,AmÃ©rica,Paraguay,fifa_2008
29,7680,Denis Caniza,IV,32,Cruz Azul,Paraguay,fifa_2008
30,7681,Kepa,ST,23,Getafe C.F.,Spanien,fifa_2008
1,7687,Youri Zhirkov,LM,24,Russia,Russland,fifa_2008
2,7680,Rolando David ZÃ¡rate,ST,29,River Plate,Argentinien,fifa_2008
3,7678,Gabriel Pereyra,ZOM,29,Atlante,Argentinien,fifa_2008
4,7680,Gilles Yapi Yapo,ZDM,25,BSC Young Boys,ElfenbeinkÃ¼ste,fifa_2008
5,7685,Christian Pander,LAV,23,FC Schalke 04,Deutschland,fifa_2008
6,7679,Nikos Liberopoulos,ST,32,AEK Athen,Griechenland,fifa_2008
7,7676,Florentin Petre,RM,31,Romania,RumÃ¤nien,fifa_2008
8,7678,Ion Daniel Danciulescu,ST,30,Romania,RumÃ¤nien,fifa_2008
9,7677,Igor Semshov,ZOM,29,Russia,Russland,fifa_2008
10,7680,Marat Izmaylov,LM,24,Sporting CP Lisbon,Russland,fifa_2008
11,7678,CuÃ©llar,IV,26,Rangers,Spanien,fifa_2008
12,7685,Horacio Javier PÃ­nola,LV,24,FC NÃ¼rnberg,Argentinien,fifa_2008
13,7684,Iago BouzÃ³n,IV,24,R.C. Recreativo,Spanien,fifa_2008
14,7678,VÃ­ctor,MS,33,Real Valladolid C.F.,Spanien,fifa_2008
15,7680,CÃ©sar Arzo,IV,21,Real Murcia,Spanien,fifa_2008
16,7679,NÃ©stor FabiÃ¡n Canobbio,ZOM,27,R.C. Celta Vigo,Uruguay,fifa_2008
17,7688,Arda Turan,LM,20,Galatasaray SK,TÃ¼rkei,fifa_2008
18,7686,GÃ¶khan Ãnal,ST,25,Kayserispor,TÃ¼rkei,fifa_2008
19,7677,Stipe Pletikosa,TW,28,Croatia,Kroatien,fifa_2008
20,7685,Lucas Lobos,LM,26,CÃ¡diz,Argentinien,fifa_2008
21,7679,Ernesto Antonio FarÃ­as,ST,27,F.C. Porto,Argentinien,fifa_2008
22,7679,Jonathan Santana,ZOM,25,VfL Wolfsburg,Paraguay,fifa_2008
23,7678,Leandro Atilio Romagnoli,ZOM,26,Sporting CP Lisbon,Argentinien,fifa_2008
24,7675,Vyacheslav Kernozenko,TW,31,Ukraine,Ukraine,fifa_2008
25,7682,Giourkas Seitaridis,RV,26,AtlÃ©tico Madrid,Griechenland,fifa_2008
26,7679,Antonin Kinsky,TW,32,Czech Republic,Tschechische Repub.,fifa_2008
27,7679,Dimitar Ivankov,TW,31,Kayserispor,Bulgarien,fifa_2008
28,7679,Jaime Lozano,LM,27,Tigres,Mexiko,fifa_2008
29,7684,Vicente SÃ¡nchez,LA,27,Toluca,Uruguay,fifa_2008
30,7684,Jawhar Mnari,ZDM,30,FC NÃ¼rnberg,Tunesien,fifa_2008
1,7681,Anderson Polga,IV,28,Sporting CP Lisbon,Brasilien,fifa_2008
2,7683,JesÃºs Arellano,RFL,34,Monterrey,Mexiko,fifa_2008
3,7678,Sebastian Taborda,ST,26,R.C. Deportivo La Coruna,Uruguay,fifa_2008
4,7675,Leandro Augusto,LM,30,U.N.A.M.,Brasilien,fifa_2008
5,7680,JosÃ© Antonio Castro,RAV,27,AmÃ©rica,Mexiko,fifa_2008
6,7678,Christian Terlizzi,ZM,27,Catania,Italien,fifa_2008
7,7678,Gary McSheffrey,MS,25,Birmingham City,England,fifa_2008
8,7684,Mauro Esposito,RA,28,AS Roma,Italien,fifa_2008
9,7676,Mirko Savini,IV,28,Napoli,Italien,fifa_2008
10,7676,Mirco Gasparetto,ST,27,Genoa,Italien,fifa_2008
11,7684,ZoltÃ¡n Gera,RFL,28,West Bromwich,Ungarn,fifa_2008
12,7676,Javier MuÃ±oz MustafÃ¡,IV,27,Atlante,Argentinien,fifa_2008
13,7683,Gil,LA,26,Tarragona,Brasilien,fifa_2008
14,7679,Anderson,IV,27,Olympique Lyonnais,Brasilien,fifa_2008
15,7679,Vinicius,IV,27,Hannover 96,Brasilien,fifa_2008
16,7680,Doni,TW,27,AS Roma,Brasilien,fifa_2008
17,7677,Marco NÃ©,ZM,24,Olympiakos,ElfenbeinkÃ¼ste,fifa_2008
18,7682,Jimmy Briand,ST,22,Stade Rennais,Frankreich,fifa_2008
19,7683,Rasmus WÃ¼rtz,ZDM,23,FC KÃ¸benhavn,DÃ¤nemark,fifa_2008
20,7678,Nikola Lazetic,LFL,29,Torino,Serbien,fifa_2008
21,7682,Franco Semioli,ZM,27,Fiorentina,Italien,fifa_2008
22,7677,Anatoliy Tymoschyuk,ZDM,28,Ukraine,Ukraine,fifa_2008
23,7685,Alexander Meier,ZOM,24,Eintracht Frankfurt,Deutschland,fifa_2008
24,7678,Francesco Montervino,LM,29,Napoli,Italien,fifa_2008
25,7680,Paulo Ferreira,RV,28,Chelsea FC,Portugal,fifa_2008
26,7680,Robert Earnshaw,ST,26,Derby County,Wales,fifa_2008
27,7680,Julien SablÃ©,ZM,26,RC Lens,Frankreich,fifa_2008
28,7677,Geoffrey Dernis,LM,26,A.S. Saint-Etienne,Frankreich,fifa_2008
29,7678,Patrick MÃ¼ller,IV,30,Olympique Lyonnais,Schweiz,fifa_2008
30,7678,Paolo Zanetti,ZDM,24,Torino,Italien,fifa_2008
1,7679,David Lopez,RFL,24,Athletic Club,Spanien,fifa_2008
2,7678,IvÃ¡n Rosado,ZOM,33,MÃ¡laga C.F.,Spanien,fifa_2008
3,7678,CÃ©dric FaurÃ©,ST,28,Stade de Reims,Frankreich,fifa_2008
4,7677,Jandro,ZM,28,Tarragona,Spanien,fifa_2008
5,7680,Marco Streller,ST,26,FC Basel 1893,Schweiz,fifa_2008
6,7685,Stephan Lichtsteiner,RV,23,Lille OSC,Schweiz,fifa_2008
7,7677,PaweÅ BroÅ¼ek,ST,24,WisÅa KrakÃ³w,Polen,fifa_2008
8,7677,Pape Malick Diop,LIB,32,FC Metz,Senegal,fifa_2008
9,7689,Alberto Aquilani,ZM,23,AS Roma,Italien,fifa_2008
10,7678,Vitaly Kutuzov,ST,27,Pisa,WeiÃrussland,fifa_2008
11,7685,Marco Engelhardt,ZDM,26,FC NÃ¼rnberg,Deutschland,fifa_2008
12,7684,Clemens Fritz,RAV,26,SV Werder Bremen,Deutschland,fifa_2008
13,7679,Oka Nikolov,TW,33,Eintracht Frankfurt,Mazedonien,fifa_2008
14,7679,Abdoulaye Faye,IV,29,Bolton Wanderers,Senegal,fifa_2008
15,7682,Alexander Madlung,IV,25,VfL Wolfsburg,Deutschland,fifa_2008
16,7682,Nicky Shorey,LV,26,Reading FC,England,fifa_2008
17,7676,Marlon King,ST,27,Watford,Jamaika,fifa_2008
18,7677,Linvoy Primus,IV,33,Portsmouth,England,fifa_2008
19,7678,Ãvar Ingimarsson,IV,30,Reading FC,Island,fifa_2008
20,7687,Nigel de Jong,ZDM,22,Hamburg SV,Niederlande,fifa_2008
21,7678,Tomas Hubschman,IV,25,Czech Republic,Tschechische Repub.,fifa_2008
22,7676,Erik Edman,LV,28,Stade Rennais,Schweden,fifa_2008
23,7680,Bobby Zamora,ST,26,West Ham United,England,fifa_2008
24,7680,Steffen Hofmann,ZOM,26,SK Rapid Wien,Deutschland,fifa_2008
25,7691,Alou Diarra,ZDM,26,FC Girondins Bordeaux,Frankreich,fifa_2008
26,7678,Angelo Palombo,LM,25,Sampdoria,Italien,fifa_2008
27,7678,Florent Balmont,ZM,27,OGC Nice,Frankreich,fifa_2008
28,7682,Florian Kringe,ZM,25,Borussia Dortmund,Deutschland,fifa_2008
29,7678,Zat Knight,IV,27,Fulham,England,fifa_2008
30,7680,Massimo Maccarone,ST,27,Siena,Italien,fifa_2008
1,7677,CÃ©dric Varrault,RAV,27,A.S. Saint-Etienne,Frankreich,fifa_2008
2,7676,Marcus AllbÃ¤ck,ST,34,FC KÃ¸benhavn,Schweden,fifa_2008
3,7689,Stefano Mauri,ZOM,27,Lazio,Italien,fifa_2008
4,7678,Dimo Wache,TW,33,Mainz,Deutschland,fifa_2008
5,7677,Dariusz Å»uraw,IV,34,Hannover 96,Polen,fifa_2008
6,7678,Lee Carsley,ZM,33,Everton,Republik Irland,fifa_2008
7,7678,Mario Melchiot,RV,30,Wigan Athletic,Niederlande,fifa_2008
8,7677,Diego GavilÃ¡n,RFL,27,GrÃªmio,Paraguay,fifa_2008
9,7680,Steven Pienaar,ZOM,25,Everton,SÃ¼dafrika,fifa_2008
10,7678,Taylor Twellman,ST,27,New England,USA,fifa_2008
11,7678,Sylvain Monsoreau,IV,26,AS Monaco,Frankreich,fifa_2008
12,7683,JoÃ£o Pinto,ZOM,36,Sporting Braga,Portugal,fifa_2008
13,7682,Kristofer HÃ¦stad,ZM,23,IK Start,Norwegen,fifa_2008
14,7678,Mikael Forssell,ST,26,Birmingham City,Finnland,fifa_2008
15,7683,Emiliano Moretti,LV,26,Valencia C.F.,Italien,fifa_2008
16,7683,Euzebiusz Smolarek,RA,26,Real Racing Club,Polen,fifa_2008
17,7679,Dwayne De Rosario,ZOM,29,Houston Dynamo,Kanada,fifa_2008
18,7681,ThimothÃ©e Atouba,LAV,25,Hamburg SV,Kamerun,fifa_2008
19,7678,James McFadden,MS,24,Everton,Schottland,fifa_2008
20,7678,Axel Cedric Konan,ST,24,Lecce,Italien,fifa_2008
21,7682,Jerzy Dudek,TW,34,Real Madrid C.F.,Polen,fifa_2008
22,7686,Andreas Ivanschitz,LM,23,Austria,Ãsterreich,fifa_2008
23,7686,BenoÃ®t Cheyrou,ZDM,26,Marseille,Frankreich,fifa_2008
24,7678,Sibusiso Zuma,ST,32,Arminia Bielefeld,SÃ¼dafrika,fifa_2008
25,7678,Carlos Bocanegra,IV,28,Fulham,USA,fifa_2008
26,7680,Ji Sung Park,RM,26,Manchester United,"Korea, Republik",fifa_2008
27,7685,Zlatan Bajramovic,ZDM,28,FC Schalke 04,Bosnien-Herzegowina,fifa_2008
28,7683,John Carew,ST,27,Aston Villa,Norwegen,fifa_2008
29,7676,Amady Faye,ZDM,30,Charlton Athletic,Senegal,fifa_2008
30,7677,Mehdi Mahdavikia,RAV,30,Eintracht Frankfurt,Iran,fifa_2008
1,7681,Olof Mellberg,IV,29,Aston Villa,Schweden,fifa_2008
2,7683,DÃ©dÃ©,LAV,29,Borussia Dortmund,Brasilien,fifa_2008
3,7688,Julian De Guzman,ZM,26,R.C. Deportivo La Coruna,Kanada,fifa_2008
4,7679,Pini Balili,ST,28,Sivasspor,Israel,fifa_2008
5,7679,Brian McBride,ST,35,Fulham,USA,fifa_2008
6,7683,Lamine Diatta,RV,32,Besiktas JK,Senegal,fifa_2008
7,7676,Jeff Cunningham,ST,31,Toronto FC,USA,fifa_2008
8,7676,Jaime Moreno,MS,33,D.C. United,Bolivien,fifa_2008
9,7679,Theo Janssen,ZM,26,Vitesse Arnhem,Niederlande,fifa_2008
10,7677,Albert Meyong ZÃ©,MS,26,Levante U.D.,Kamerun,fifa_2008
11,7683,Chris Kirkland,TW,26,Wigan Athletic,England,fifa_2008
12,7678,Lomana Tresor LuaLua,ST,26,Olympiakos,"Kongo, DR",fifa_2008
13,7679,Kevin Davies,ST,30,Bolton Wanderers,England,fifa_2008
14,7684,Fabian Ernst,ZDM,28,FC Schalke 04,Deutschland,fifa_2008
15,7680,Angulo,RM,30,Valencia C.F.,Spanien,fifa_2008
16,7683,Oliver Neuville,MS,34,Monchengladbach,Deutschland,fifa_2008
17,7678,Luciano Zauri,LV,29,Lazio,Italien,fifa_2008
18,7678,Fabrice Jau,RM,28,SC Bastia,Frankreich,fifa_2008
19,7684,Pierre-Alain Frau,ST,27,Paris Saint-Germain,Frankreich,fifa_2008
20,7681,GÃ¡bor Babos,TW,32,N.E.C. Nijmegen,Ungarn,fifa_2008
21,7683,Camel Meriem,ZOM,27,AS Monaco,Frankreich,fifa_2008
22,7680,Rufete,RM,30,R.C.D. Espanyol,Spanien,fifa_2008
23,7677,Jean-Alain Boumsong,IV,27,Juventus,Frankreich,fifa_2008
24,7681,Michel Salgado,RV,31,Real Madrid C.F.,Spanien,fifa_2008
25,7679,Etxeberria,RFL,29,Athletic Club,Spanien,fifa_2008
26,7679,Bodipo,ST,29,R.C. Deportivo La Coruna,Guinea,fifa_2008
27,7683,Levan Kobiashvili,ZDM,30,FC Schalke 04,Georgien,fifa_2008
28,7678,Denny Landzaat,ZDM,31,Wigan Athletic,Niederlande,fifa_2008
29,7678,John Aloisi,MS,31,Australia,Australien,fifa_2008
30,7679,Diego De Ascentis,ZM,31,Atalanta BC,Italien,fifa_2008
1,7678,Dario Dainelli,IV,28,Fiorentina,Italien,fifa_2008
2,7682,Lauren,RV,30,Portsmouth,Kamerun,fifa_2008
3,7684,Max Tonetto,LFL,32,AS Roma,Italien,fifa_2008
4,7680,Franck Jurietti,RAV,32,FC Girondins Bordeaux,Frankreich,fifa_2008
5,7679,TomÃ¡Å¡ Åepka,IV,33,AC Sparta Praha,Tschechische Repub.,fifa_2008
6,7681,Mikael Silvestre,IV,30,Manchester United,Frankreich,fifa_2008
7,7679,Boudewijn Zenden,LFL,31,Marseille,Niederlande,fifa_2008
8,7676,Adama Coulibaly,IV,26,RC Lens,Mali,fifa_2008
9,7681,David Jarolim,ZM,28,Hamburg SV,Tschechische Repub.,fifa_2008
10,7677,Rabiu Afolabi,IV,27,FC Sochaux,Nigeria,fifa_2008
11,7682,MickaÃ«l Pagis,MS,34,Stade Rennais,Frankreich,fifa_2008
12,7678,Christian Brocchi,RM,31,AC Milan,Italien,fifa_2008
13,7680,Claudio Reyna,ZM,34,New York Red Bulls,USA,fifa_2008
14,7680,Nuno Gomes,ST,31,Sport Lisboa Benfica,Portugal,fifa_2008
15,7683,CÃ©sar,TW,35,Real Zaragoza,Spanien,fifa_2008
16,7685,Jimmy Floyd Hasselbaink,ST,35,Cardiff City,Niederlande,fifa_2008
17,7679,Christian Fiedler,TW,32,Hertha BSC Berlin,Deutschland,fifa_2008
18,7675,Paolo Foglio,IV,31,Ascoli,Italien,fifa_2008
19,7679,John O'Shea,ZDM,26,Manchester United,Republik Irland,fifa_2008
20,7680,Steven Pressley,IV,33,Celtic,Schottland,fifa_2008
21,7680,Wayne Bridge,LV,27,Chelsea FC,England,fifa_2008
22,7683,Harry Kewell,LFL,28,Liverpool,Australien,fifa_2008
23,7680,Robbie Savage,ZM,32,Blackburn Rovers,Wales,fifa_2008
24,7680,Bosingwa,RAV,25,F.C. Porto,Kongo,fifa_2008
25,7678,Matt Holland,ZM,33,Charlton Athletic,Republik Irland,fifa_2008
26,7678,Zoumana Camara,IV,28,Paris Saint-Germain,Frankreich,fifa_2008
27,7678,Emile Heskey,ST,29,Wigan Athletic,England,fifa_2008
28,7680,Mido,ST,24,Middlesbrough,Ãgypten,fifa_2008
29,7675,Pascal Cygan,IV,33,Villarreal C.F.,Frankreich,fifa_2008
30,7679,Frank Fahrenhorst,IV,29,Hannover 96,Deutschland,fifa_2008
1,7678,Christian Panucci,RV,34,AS Roma,Italien,fifa_2008
2,7682,Carlo Cudicini,TW,33,Chelsea FC,Italien,fifa_2008
3,7689,Christian Vieri,ST,34,Fiorentina,Italien,fifa_2008
4,7678,Igli Tare,ST,34,Lazio,Albanien,fifa_2008
5,7677,Michael Tarnat,LAV,37,Hannover 96,Deutschland,fifa_2008
6,7680,Mark Schwarzer,TW,34,Middlesbrough,Australien,fifa_2008
7,7679,Thomas Brdaric,ST,32,Hannover 96,Deutschland,fifa_2008
8,7679,JÃ¶rg BÃ¶hme,LM,33,Arminia Bielefeld,Deutschland,fifa_2008
9,7679,Guy Demel,IV,26,Hamburg SV,ElfenbeinkÃ¼ste,fifa_2008
10,7677,Giovanni Pasquale,IV,25,Livorno,Italien,fifa_2008
11,7589,Thiago Neves,ZOM,22,Flu. Rio,Brasilien,fifa_2008
12,7577,Celsinho,ZOM,19,Sporting CP Lisbon,Brasilien,fifa_2008
13,7580,MartÃ­n CÃ¡ceres,IV,19,R.C. Recreativo,Uruguay,fifa_2008
14,7584,Sami Khedira,ZOM,20,VfB Stuttgart,Deutschland,fifa_2008
15,7578,Bosko Jankovic,MS,23,Palermo,Serbien,fifa_2008
16,7582,Michiel Terwilleger,TW,25,Holland,Niederlande,fifa_2008
17,7578,Diguinho,ZDM,24,Botafogo,Brasilien,fifa_2008
18,7574,Hugo Droguett,LM,25,Tecos UAG,Chile,fifa_2008
19,7587,Renatinho,ZOM,20,Santos,Brasilien,fifa_2008
20,7582,JosÃ© Domingo Salcedo,LM,23,Paraguay,Paraguay,fifa_2008
21,7586,Denilson,ZM,19,Arsenal FC,Brasilien,fifa_2008
22,7579,Milan Stepanov,IV,24,F.C. Porto,Serbien,fifa_2008
23,7576,Ivan HodÃºr,ZOM,27,Slovan Liberec,Slowakei,fifa_2008
24,7579,TorrejÃ³n,IV,21,R.C.D. Espanyol,Spanien,fifa_2008
25,7577,ZÃ© Roberto,ZOM,26,Botafogo,Brasilien,fifa_2008
26,7583,RaÃºl GarcÃ­a,ZOM,21,AtlÃ©tico Madrid,Spanien,fifa_2008
27,7575,Sisi,RM,21,Real Valladolid C.F.,Spanien,fifa_2008
28,7580,JosÃ© Enrique,LV,21,Newcastle United,Spanien,fifa_2008
29,7580,Cristian RodrÃ­guez,LFL,21,Sport Lisboa Benfica,Uruguay,fifa_2008
30,7592,Giovanni dos Santos,ZOM,18,F.C. Barcelona,Mexiko,fifa_2008
1,7579,Giuseppe Scurto,IV,23,Treviso,Italien,fifa_2008
2,7577,Gianluca Curci,TW,22,AS Roma,Italien,fifa_2008
3,7579,Vladimir Stojkovic,TW,24,Sporting CP Lisbon,Serbien,fifa_2008
4,7582,Hugo Lloris,TW,20,OGC Nice,Frankreich,fifa_2008
5,7580,Luis Antonio Valencia,RFL,22,Wigan Athletic,Ecuador,fifa_2008
6,7577,Simon Vukcevic,ZOM,21,Sporting CP Lisbon,Montenegro,fifa_2008
7,7578,Jorge Henrique,MS,25,Botafogo,Brasilien,fifa_2008
8,7579,Wagner,ZOM,22,Cruzeiro,Brasilien,fifa_2008
9,7580,Cameron Jerome,ST,20,Birmingham City,England,fifa_2008
10,7584,Åukasz FabiaÅski,TW,22,Arsenal FC,Polen,fifa_2008
11,7578,Mbark Boussoufa,MS,23,RSC Anderlecht,Marokko,fifa_2008
12,7589,JosuÃ©,ZDM,28,VfL Wolfsburg,Brasilien,fifa_2008
13,7584,James Vaughan,MS,19,Everton,England,fifa_2008
14,7588,Billy Sharp,ST,21,Sheffield United,England,fifa_2008
15,7577,Paulo Santos,TW,34,Sporting Braga,Portugal,fifa_2008
16,7583,Zapater,ZM,22,Real Zaragoza,Spanien,fifa_2008
17,7575,PeÃ±a,IV,24,Getafe C.F.,Spanien,fifa_2008
18,7577,Ãscar Rojas,RAV,26,AmÃ©rica,Mexiko,fifa_2008
19,7584,JÃ©rÃ©my Menez,MS,20,AS Monaco,Frankreich,fifa_2008
20,7579,Ioannis Masmanidis,LM,24,Arminia Bielefeld,Deutschland,fifa_2008
21,7578,Yohan Demont,RAV,29,RC Lens,Frankreich,fifa_2008
22,7588,Raffaele Palladino,ST,23,Juventus,Italien,fifa_2008
23,7581,LoÃ¯c Perrin,ZDM,22,A.S. Saint-Etienne,Frankreich,fifa_2008
24,7577,AdaÃ­lton,IV,23,Santos,Brasilien,fifa_2008
25,7583,Ibrahim Afellay,RM,21,PSV Eindhoven,Niederlande,fifa_2008
26,7584,Pinto,LV,34,FC Sion,Portugal,fifa_2008
27,7577,Giorgio Corona,ST,33,Mantova,Italien,fifa_2008
28,7575,Alex Silva,IV,22,SÃ£o Paulo,Brasilien,fifa_2008
29,7581,Klemen Lavric,ST,25,MSV Duisburg,Slowenien,fifa_2008
30,7580,Arizmendi,RA,23,Valencia C.F.,Spanien,fifa_2008
1,7586,Lukas Sinkiewicz,IV,21,Bayer Leverkusen,Deutschland,fifa_2008
2,7577,Juan Fernando Arango,LM,27,R.C.D. Mallorca,Venezuela,fifa_2008
3,7584,Amara DianÃ©,ST,25,Paris Saint-Germain,ElfenbeinkÃ¼ste,fifa_2008
4,7579,Rodrigo RuÃ­z,LA,35,Tecos UAG,Chile,fifa_2008
5,7582,JosÃ© de JesÃºs Corona,TW,26,Tecos UAG,Mexiko,fifa_2008
6,7580,Federico Vilar,TW,30,Atlante,Argentinien,fifa_2008
7,7578,Charlie Adam,ZOM,21,Rangers,Schottland,fifa_2008
8,7584,Puerta,LFL,22,Sevilla F.C.,Spanien,fifa_2008
9,7583,Manuel Pasqual,LAV,25,Fiorentina,Italien,fifa_2008
10,7584,Obina,ST,24,Fla. Rio,Brasilien,fifa_2008
11,7582,Grafite,ST,28,Le Mans U.C. 72,Brasilien,fifa_2008
